page|107
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||267,533,412.00|211,437,853.23
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
page|108
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||13,552,852.78|9,034,779.79
收到其他与经营活动有关的现金||9,104,001.17|10,739,291.74
经营活动现金流入小计||290,190,265.95|231,211,924.76
购买商品、接受劳务支付的现金||111,375,482.95|99,008,011.47
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||58,712,822.01|47,120,585.10
支付的各项税费||26,937,329.06|17,447,130.00
支付其他与经营活动有关的现金||19,172,854.81|20,150,985.15
经营活动现金流出小计||216,198,488.83|183,726,711.72
经营活动产生的现金流量净额||73,991,777.12|47,485,213.04
二、投资活动产生的现金流量：|||
收回投资收到的现金|||4,700,000.00
取得投资收益收到的现金|||37,885.06
处置固定资产、无形资产和其他长期资产收回的现金净额||8,737.86|26,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||101,427.18
投资活动现金流入小计||8,737.86|4,865,312.24
购建固定资产、无形资产和其他长期资产支付的现金||17,994,452.93|12,093,077.55
投资支付的现金|||4,700,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||17,994,452.93|16,793,077.55
投资活动产生的现金流量净额||-17,985,715.07|-11,927,765.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||1,225,000.00
其中：子公司吸收少数股东投资收到的现金|||175,000.00
取得借款收到的现金||21,000,000.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||21,000,000.00|1,225,000.00
偿还债务支付的现金||10,000,000.00|19,000,000.00
分配股利、利润或偿付利息支付的现金||20,703,277.74|6,279,444.07
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||30,703,277.74|25,279,444.07
筹资活动产生的现金流量净额||-9,703,277.74|-24,054,444.07
四、汇率变动对现金及现金等价物的影响||-1,108,093.27|-77,902.93
page|109
五、现金及现金等价物净增加额||45,194,691.04|11,425,100.73
加：期初现金及现金等价物余额||27,905,235.45|16,480,134.72
六、期末现金及现金等价物余额||73,099,926.49|27,905,235.45
