page|108
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||2,021,117,725.55|757,510,522.52
结算备付金|||
拆出资金|||
交易性金融资产||41,517,687.60|136,506,406.71
衍生金融资产|||
应收票据||16,757,947.68|28,761,940.74
应收账款||953,395,830.72|983,270,240.66
应收款项融资||37,281,113.11|49,688,852.23
预付款项||77,001,781.37|261,066,313.04
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||62,927,116.71|40,543,718.32
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||468,766,323.32|580,537,935.79
合同资产||263,661,759.33|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||84,798,757.08|256,999,367.93
流动资产合计||4,027,226,042.47|3,094,885,297.94
非流动资产：|||
发放贷款和垫款|||
债权投资|||
page|109
其他债权投资|||
长期应收款|||
长期股权投资||1,332,602,039.30|1,254,296,414.05
其他权益工具投资|||
其他非流动金融资产||30,519,425.84|22,549,814.38
投资性房地产||40,798,950.58|43,744,190.85
固定资产||736,046,404.67|644,125,453.19
在建工程||737,575,819.25|652,604,597.89
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||171,980,167.37|113,024,331.13
开发支出|||
商誉||160,515,785.73|298,000,520.89
长期待摊费用||12,198,368.59|12,286,362.41
递延所得税资产||36,860,361.45|58,679,541.39
其他非流动资产||84,411,541.87|31,212,487.96
非流动资产合计||3,343,508,864.65|3,130,523,714.14
资产总计||7,370,734,907.12|6,225,409,012.08
流动负债：|||
短期借款||884,459,435.32|569,659,112.84
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||301,036,087.79|187,242,037.32
应付账款||736,207,503.30|625,110,711.49
预收款项|||376,091,058.02
合同负债||1,460,558,283.12|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
page|110
代理承销证券款|||
应付职工薪酬||56,924,774.33|36,934,909.95
应交税费||21,028,079.98|54,124,598.80
其他应付款||175,208,602.46|157,295,389.30
其中：应付利息|||
应付股利||3,561,131.43|5,226,258.93
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||73,507,432.06|73,672,637.05
其他流动负债||2,588,360.01|
流动负债合计||3,711,518,558.37|2,080,130,454.77
非流动负债：|||
保险合同准备金|||
长期借款||303,065,643.00|86,741,485.34
应付债券||224,844,475.23|806,173,898.69
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债||483,997.60|2,516,841.78
递延收益||74,478,479.93|70,100,307.41
递延所得税负债||8,476,239.88|10,225,276.76
其他非流动负债|||
非流动负债合计||611,348,835.64|975,757,809.98
负债合计||4,322,867,394.01|3,055,888,264.75
所有者权益（或股东权益）：|||
实收资本（或股本）||1,380,851,957.00|1,245,447,400.00
其他权益工具||48,812,769.17|182,981,278.61
其中：优先股|||
永续债|||
page|111
资本公积||1,107,627,966.43|516,909,447.34
减：库存股|||20,014,447.50
其他综合收益||-847,962.75|1,620,354.10
专项储备|||
盈余公积||289,829,617.88|289,829,617.88
一般风险准备|||
未分配利润||-114,724,852.30|515,765,054.46
归属于母公司所有者权益（或股东权益）合计||2,711,549,495.43|2,732,538,704.89
少数股东权益||336,318,017.68|436,982,042.44
所有者权益（或股东权益）合计||3,047,867,513.11|3,169,520,747.33
负债和所有者权益（或股东权益）总计||7,370,734,907.12|6,225,409,012.08
