page|72
项目|附注|2020 年度|2019 年度
一、营业总收入||822,541,540.04|1,114,387,789.04
其中：营业收入||822,541,540.04|1,114,387,789.04
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||787,113,897.87|1,067,577,452.70
其中：营业成本||352,415,810.45|468,448,217.77
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||6,395,143.06|8,202,402.79
销售费用||278,689,047.91|410,783,856.68
管理费用||117,105,916.44|133,704,233.01
研发费用||25,661,515.82|40,905,209.73
财务费用||6,846,464.19|5,533,532.72
其中：利息费用||532,194.90|3,604,274.99
利息收入||677,151.09|1,186,224.81
加：其他收益||9,680,265.83|8,326,240.15
投资收益（损失以“－”号填列）||-24,522,470.74|2,570,178.30
其中：对联营企业和合营企业的投资收益|||-4,530,553.94
以摊余成本计量的金融|||
page|73
资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-22,651,348.24|-5,998,959.46
资产减值损失（损失以“-”号填列）||-80,478,631.03|-56,636,214.73
资产处置收益（损失以“－”号填列）||16,672.92|67,824.20
三、营业利润（亏损以“－”号填列）||-82,527,869.09|-4,860,595.20
加：营业外收入||1,802,923.31|1,763,657.78
减：营业外支出||6,902,163.41|2,248,158.68
四、利润总额（亏损总额以“－”号填列）||-87,627,109.19|-5,345,096.10
减：所得税费用||-7,458,675.49|-446,178.25
五、净利润（净亏损以“－”号填列）||-80,168,433.70|-4,898,917.85
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-12,808,713.75|-7,419,110.55
2.终止经营净利润（净亏损以“－”号填列）||-67,359,719.95|2,520,192.70
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-47,522,069.76|8,813,123.32
2.少数股东损益（净亏损以“-”号填列）||-32,646,363.94|-13,712,041.17
六、其他综合收益的税后净额||-1,091,742.47|-7,003,222.90
（一）归属母公司所有者的其他综合收益的税后净额||-1,091,742.47|-7,003,222.90
1．不能重分类进损益的其他综合收益||346,005.95|-7,433,505.95
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||346,005.95|-7,433,505.95
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-1,437,748.42|430,283.05
（1）权益法下可转损益的其他综合收益|||-39,557.44
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综|||
page|74
合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-1,437,748.42|469,840.49
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-81,260,176.17|-11,902,140.75
（一）归属于母公司所有者的综合收益总额||-48,613,812.23|1,809,900.42
（二）归属于少数股东的综合收益总额||-32,646,363.94|-13,712,041.17
八、每股收益：|||
（一）基本每股收益(元/股)||-0.1980|0.0367
（二）稀释每股收益(元/股)||-0.1980|0.0367
