page|62
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|409,598,208.04|374,681,677.24
结算备付金||
拆出资金||
交易性金融资产|50,819,494.86|127,500,000.00
衍生金融资产||
应收票据|3,065,322.91|8,550,000.00
应收账款|119,535,881.26|92,004,421.40
应收款项融资|14,602,998.59|16,048,873.14
预付款项|7,925,083.67|6,057,332.82
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|20,749,019.01|22,735,468.04
其中：应收利息||
应收股利|20,103,897.90|21,444,157.78
买入返售金融资产||
存货|84,254,218.27|70,539,170.54
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|22,765,407.68|6,118,952.48
流动资产合计|733,315,634.29|724,235,895.66
非流动资产：||
发放贷款和垫款||
债权投资||
page|63
其他债权投资||
长期应收款|108,079,198.87|108,079,198.87
长期股权投资|452,387,844.37|482,864,221.56
其他权益工具投资|220,220,723.52|163,927,000.00
其他非流动金融资产||
投资性房地产|99,739,943.18|59,709,117.12
固定资产|351,488,607.56|262,419,662.45
在建工程|9,695,304.62|1,854,631.86
生产性生物资产||
油气资产||
使用权资产|974,698.48|
无形资产|34,446,127.20|34,710,301.51
开发支出||12,759,676.80
商誉|66,042,338.29|86,520,759.66
长期待摊费用|191,445.63|580,738.10
递延所得税资产|9,635,590.63|10,123,211.72
其他非流动资产||
非流动资产合计|1,352,901,822.35|1,223,548,519.65
资产总计|2,086,217,456.64|1,947,784,415.31
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|66,839,915.00|29,912,213.00
应付账款|85,322,640.95|77,801,734.22
预收款项|82,841.25|86,507.94
合同负债|7,053,642.79|11,359,201.70
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|14,068,962.13|12,915,674.69
page|64
应交税费|10,132,152.53|7,766,558.75
其他应付款|4,396,306.68|4,632,355.81
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|420,975.03|
其他流动负债|579,804.20|819,499.58
流动负债合计|188,897,240.56|145,293,745.69
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|565,022.93|
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|17,188,782.69|21,560,098.22
递延所得税负债|15,509,110.09|11,869,819.87
其他非流动负债|1,300,148.42|1,582,510.22
非流动负债合计|34,563,064.13|35,012,428.31
负债合计|223,460,304.69|180,306,174.00
所有者权益：||
股本|176,762,528.00|176,762,528.00
其他权益工具||
其中：优先股||
永续债||
资本公积|698,400,746.44|698,400,746.44
减：库存股||
其他综合收益|126,394,003.72|78,544,338.73
专项储备||
page|65
盈余公积|129,778,763.57|122,705,970.21
一般风险准备||
未分配利润|728,024,925.42|687,907,506.83
归属于母公司所有者权益合计|1,859,360,967.15|1,764,321,090.21
少数股东权益|3,396,184.80|3,157,151.10
所有者权益合计|1,862,757,151.95|1,767,478,241.31
负债和所有者权益总计|2,086,217,456.64|1,947,784,415.31
