page|62
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|242,461,399.70|143,544,844.32
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|73,412,568.41|39,886,522.60
应收账款|七、5|262,683,001.44|184,708,499.62
应收款项融资|七、6|61,897,953.55|56,279,937.25
预付款项|七、7|4,709,630.70|1,807,258.19
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|7,001,905.50|7,755,268.00
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|95,727,640.10|68,942,752.63
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|669,312.96|
流动资产合计||748,563,412.36|502,925,082.61
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七、18|1,809,158.48|2,500,000.00
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|141,942,519.18|121,523,885.44
在建工程||80,390,026.94|10,200,930.01
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|54,286,309.31|55,194,339.82
开发支出|||
商誉|||
page|63
长期待摊费用|||
递延所得税资产|||
其他非流动资产|七、31|47,169.81|
非流动资产合计||278,475,183.72|189,419,155.27
资产总计||1,027,038,596.08|692,344,237.88
流动负债：|||
短期借款|||1,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35|76,830,000.00|26,498,000.00
应付账款|七、36|190,510,069.77|92,022,364.36
预收款项|七、37||867,773.42
合同负债|七、38|4,430,398.96|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|10,375,744.20|8,341,817.82
应交税费|七、40|13,268,751.90|13,326,582.61
其他应付款|七、41|70,533.18|16,279.44
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|575,951.86|
流动负债合计||296,061,449.87|142,072,817.65
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|1,024,047.31|544,916.03
递延收益|七、51|10,611,539.43|10,820,468.12
递延所得税负债||4,498,464.15|829,241.50
其他非流动负债|||
非流动负债合计|七、52|16,134,050.89|12,194,625.65
负债合计||312,195,500.76|154,267,443.30
所有者权益（或股东权益）：|||
实收资本（或股本）||73,000,000.00|73,000,000.00
page|64
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|205,805,510.33|205,805,510.33
减：库存股|||
其他综合收益|七、57|-690,841.52|
专项储备|||
盈余公积|七、59|54,595,433.37|31,732,943.79
一般风险准备|||
未分配利润|七、60|382,132,993.14|227,538,340.46
归属于母公司所有者权益（或股东权益）合计||714,843,095.32|538,076,794.58
少数股东权益|||
所有者权益（或股东权益）合计||714,843,095.32|538,076,794.58
负债和所有者权益（或股东权益）总计||1,027,038,596.08|692,344,237.88
