page|107
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||284,481,007.94|201,067,325.09
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||13,781,230.80|8,958,248.22
收到其他与经营活动有关的现金||4,911,023.47|3,322,876.46
经营活动现金流入小计||303,173,262.21|213,348,449.77
购买商品、接受劳务支付的现金||83,823,948.06|74,963,084.06
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||55,021,166.38|44,326,149.85
支付的各项税费||32,631,229.36|34,071,218.97
支付其他与经营活动有关的现金||62,611,307.64|33,113,242.28
经营活动现金流出小计||234,087,651.44|186,473,695.16
经营活动产生的现金流||69,085,610.77|26,874,754.61
page|108
量净额|||
二、投资活动产生的现金流量：|||
收回投资收到的现金||324,000,000.00|107,000,000.00
取得投资收益收到的现金||2,236,509.59|361,151.24
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||326,236,509.59|107,361,151.24
购建固定资产、无形资产和其他长期资产支付的现金||131,651,255.12|93,828,189.34
投资支付的现金||919,961,644.00|107,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,051,612,899.12|200,828,189.34
投资活动产生的现金流量净额||-725,376,389.53|-93,467,038.10
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,072,888,740.00|84,300,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||69,000,000.00|87,909,960.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||1,141,888,740.00|172,209,960.00
偿还债务支付的现金||51,528,960.00|6,483,916.72
分配股利、利润或偿付利息支付的现金||44,635,729.96|1,766,506.52
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||26,368,277.15|3,300,000.00
筹资活动现金流出小计||122,532,967.11|11,550,423.24
筹资活动产生的现金流量净额||1,019,355,772.89|160,659,536.76
四、汇率变动对现金及现金等价物的影响||-4,868,639.80|-82,160.28
page|109
五、现金及现金等价物净增加额||358,196,354.33|93,985,092.99
加：期初现金及现金等价物余额||144,747,735.04|50,762,642.05
六、期末现金及现金等价物余额||502,944,089.37|144,747,735.04
