page|75
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|5,072,530,700.28|2,080,650,176.46
结算备付金||
拆出资金||
交易性金融资产|175,629.63|
衍生金融资产||
page|76
应收票据|2,680,284.87|2,755,961.21
应收账款|1,864,104,737.29|1,929,203,348.13
应收款项融资|1,286,893,142.47|848,941,049.85
预付款项|234,465,687.26|121,132,774.25
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|6,638,939.70|11,682,505.49
其中：应收利息||
应收股利||
买入返售金融资产||
存货|1,950,514,128.70|2,034,199,632.12
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|41,853,966.23|68,782,746.95
流动资产合计|10,459,857,216.43|7,097,348,194.46
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|329,724,791.07|328,200,562.18
其他权益工具投资|967,867,837.51|643,895,526.91
其他非流动金融资产||
投资性房地产|60,715,957.89|90,068,964.91
固定资产|3,091,891,624.47|3,219,173,770.73
在建工程|206,413,357.05|288,249,828.41
生产性生物资产||
油气资产||
使用权资产||
无形资产|177,303,522.50|153,526,493.58
开发支出|11,713,386.41|35,028,027.62
商誉|31,882.96|31,882.96
page|77
长期待摊费用|37,604,629.82|42,392,875.82
递延所得税资产|34,772,598.92|42,238,780.40
其他非流动资产|112,181,837.08|88,022,433.46
非流动资产合计|5,030,221,425.68|4,930,829,146.98
资产总计|15,490,078,642.11|12,028,177,341.44
流动负债：||
短期借款|871,032,059.70|1,018,348,278.39
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|1,377,678,474.98|1,189,836,521.61
应付账款|2,294,983,615.13|2,369,581,011.54
预收款项||43,134,110.10
合同负债|72,910,670.12|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|316,498,182.73|293,226,711.06
应交税费|122,009,823.74|47,985,236.74
其他应付款|75,815,372.96|80,886,026.66
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|601,045,110.59|231,251.12
其他流动负债|7,865,230.41|
流动负债合计|5,739,838,540.36|5,043,229,147.22
非流动负债：||
保险合同准备金||
长期借款|1,946,619.87|653,257,593.87
应付债券||
page|78
其中：优先股||
永续债||
租赁负债||
长期应付款|642,347,156.01|642,347,155.99
长期应付职工薪酬|7,779,198.26|8,339,481.01
预计负债||
递延收益|242,007,161.77|227,987,901.76
递延所得税负债|11,118,941.16|4,848,664.50
其他非流动负债||
非流动负债合计|905,199,077.07|1,536,780,797.13
负债合计|6,645,037,617.43|6,580,009,944.35
所有者权益：||
股本|3,303,791,344.00|2,753,159,454.00
其他权益工具||
其中：优先股||
永续债||
资本公积|2,504,478,093.56|243,859,306.04
减：库存股||
其他综合收益|323,817,245.25|
专项储备||
盈余公积|599,202,555.86|549,960,138.68
一般风险准备||
未分配利润|1,874,325,905.49|1,653,549,876.22
归属于母公司所有者权益合计|8,605,615,144.16|5,200,528,774.94
少数股东权益|239,425,880.52|247,638,622.15
所有者权益合计|8,845,041,024.68|5,448,167,397.09
负债和所有者权益总计|15,490,078,642.11|12,028,177,341.44
