page|67
项目|附注|2020 年度|2019 年度
一、营业总收入||4,422,080,419.39|4,297,028,434.35
其中：营业收入||4,422,080,419.39|4,297,028,434.35
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,442,563,417.90|4,348,211,845.86
其中：营业成本||4,121,686,121.75|3,955,129,798.54
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||20,119,023.95|29,616,190.46
销售费用||170,953,806.73|228,462,682.71
管理费用||106,957,898.65|122,392,284.70
研发费用|||
财务费用||22,846,566.82|12,610,889.45
其中：利息费用||15,554,675.23|19,623,782.77
page|68
利息收入||5,074,268.59|4,949,282.22
加：其他收益||7,922,873.38|5,876,122.23
投资收益（损失以“－”号填列）||61,484,307.07|42,468,648.34
其中：对联营企业和合营企业的投资收益||15,014,501.52|5,536,440.91
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||32,567,605.78|1,079,761.32
信用减值损失（损失以“-”号填列）||-53,264,109.56|-72,535,059.07
资产减值损失（损失以“-”号填列）||-5,467,604.89|-19,291,446.34
资产处置收益（损失以“－”号填列）||105,581.52|135,271,484.18
三、营业利润（亏损以“－”号填列）||22,865,654.79|41,686,099.15
加：营业外收入||27,815,583.99|18,430,590.68
减：营业外支出||7,094,072.71|3,880,636.82
四、利润总额（亏损总额以“－”号填列）||43,587,166.07|56,236,053.01
减：所得税费用||9,632,264.89|47,042,446.22
五、净利润（净亏损以“－”号填列）||33,954,901.18|9,193,606.79
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||33,954,901.18|9,193,606.79
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||32,085,059.46|35,365,490.81
2.少数股东损益（净亏损以“-”号填列）||1,869,841.72|-26,171,884.02
六、其他综合收益的税后净额||321,779,724.67|187,683,481.23
（一）归属母公司所有者的其他综合收益的税后净额||192,837,903.42|113,468,648.00
1．不能重分类进损益的其他综合收益||196,183,949.41|109,923,932.03
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||196,183,949.41|109,923,932.03
（4）企业自身信用风险公允价值|||
page|69
变动|||
2．将重分类进损益的其他综合收益||-3,346,045.99|3,544,715.97
（1）权益法下可转损益的其他综合收益||-1,621,207.29|2,633,299.44
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-1,724,838.70|911,416.53
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||128,941,821.25|74,214,833.23
七、综合收益总额||355,734,625.85|196,877,088.02
（一）归属于母公司所有者的综合收益总额||224,922,962.88|148,834,138.81
（二）归属于少数股东的综合收益总额||130,811,662.97|48,042,949.21
八、每股收益：|||
（一）基本每股收益(元/股)||0.1300|0.1433
（二）稀释每股收益(元/股)||0.1300|0.1433
