page|67
项目|附注|2021 年度|2020 年度
一、营业总收入||6,664,189,491.23|4,888,662,506.77
其中：营业收入|（三十八）|6,664,189,491.23|4,888,662,506.77
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,979,723,590.05|4,425,886,906.28
其中：营业成本|（三十八）|4,540,218,568.83|4,057,703,286.08
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（三十九）|28,115,719.57|14,961,059.48
销售费用|（四十）|123,285,982.38|133,759,637.76
管理费用|（四十一）|159,346,147.79|126,545,878.52
研发费用|（四十二）|169,896,414.27|120,902,536.50
财务费用|（四十三）|-41,139,242.79|-27,985,492.06
其中：利息费用||10,598,102.34|14,670,018.32
利息收入||50,475,373.12|37,508,114.91
加：其他收益|（四十四）|3,362,368.38|9,846,469.36
投资收益（损失以“－”号填列）|（四十五）|326,183,518.20|200,488,500.01
其中：对联营企业和合营企业的投资收益||306,204,089.03|175,773,334.81
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|（四十六）|922,305.05|2,001,455.33
page|68
资产减值损失（损失以“-”号填列）|（四十七）|-891,792.76|-7,856,700.06
资产处置收益（损失以“－”号填列）|（四十八）|-7,712,936.78|6,332.21
三、营业利润（亏损以“－”号填列）||2,006,329,363.27|667,261,657.34
加：营业外收入|（四十九）|791,417.48|1,717,348.81
减：营业外支出|（五十）|25,881.19|3,693,128.92
四、利润总额（亏损总额以“－”号填列）||2,007,094,899.56|665,285,877.23
减：所得税费用|（五十一）|251,328,030.25|63,927,939.57
五、净利润（净亏损以“－”号填列）||1,755,766,869.31|601,357,937.66
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,755,766,869.31|601,357,937.66
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,771,707,582.74|606,691,868.34
2.少数股东损益（净亏损以“-”号填列）||-15,940,713.43|-5,333,930.68
六、其他综合收益的税后净额||15,917,552.83|-4,711,712.26
（一）归属母公司所有者的其他综合收益的税后净额||15,917,552.83|-4,711,712.26
1．不能重分类进损益的其他综合收益||15,917,552.83|-4,711,712.26
（1）重新计量设定受益计划变动额||-4,740,000.00|-6,950,000.00
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||20,657,552.83|2,238,287.74
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||1,771,684,422.14|596,646,225.40
（一）归属于母公司所有者的综合||1,787,625,135.57|601,980,156.08
page|69
收益总额|||
（二）归属于少数股东的综合收益总额||-15,940,713.43|-5,333,930.68
八、每股收益：|||
（一）基本每股收益(元/股)|（五十二）|1.5321|0.5246
（二）稀释每股收益(元/股)||1.5321|0.5246
