page|79
项目|附注|2020 年度|2019 年度
一、营业总收入||1,765,713,868.85|1,897,855,080.19
其中：营业收入|五、29|1,765,713,868.85|1,897,855,080.19
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,765,527,444.93|1,879,129,367.98
其中：营业成本|五、29|1,406,344,747.99|1,519,925,219.86
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、30|19,568,227.85|20,599,200.81
销售费用|五、31|264,375,429.46|257,302,428.62
管理费用|五、32|53,651,059.41|51,899,151.78
研发费用|||
财务费用|五、33|21,587,980.22|29,403,366.91
其中：利息费用||17,068,040.92|23,110,670.13
利息收入||2,569,117.33|868,072.91
加：其他收益|五、34|7,523,289.87|6,660,513.77
投资收益（损失以“－”号填列）|五、35|-1,526,665.54|-2,119,472.18
page|80
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益||-2,006,665.54|-2,664,472.18
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|五、36|408,389.79|-462,218.55
资产减值损失（损失以“-”号填列）|五、37|-5,107,372.38|-795,716.03
资产处置收益（损失以“－”号填列）|五、38|2,356.57|1,035,347.36
三、营业利润（亏损以“－”号填列）||1,486,422.23|23,044,166.58
加：营业外收入|五、39|666,848.92|1,153,863.66
减：营业外支出|五、40|162,817.18|682,588.30
四、利润总额（亏损总额以“－”号填列）||1,990,453.97|23,515,441.94
减：所得税费用|五、41|8,581,812.36|8,237,191.81
五、净利润（净亏损以“－”号填列）||-6,591,358.39|15,278,250.13
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-6,591,358.39|15,278,250.13
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-6,591,358.39|15,278,250.13
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-73,682.75|-14,359.16
（一）归属母公司所有者的其他综合收益的税后净额||-73,682.75|-14,359.16
1．不能重分类进损益的其他综合收益||-73,682.75|-14,359.16
page|81
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-73,682.75|-14,359.16
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-6,665,041.14|15,263,890.97
（一）归属于母公司所有者的综合收益总额||-6,665,041.14|15,263,890.97
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||-0.06|0.14
（二）稀释每股收益(元/股)||-0.06|0.14
