page|111
项目|2019 年度|2018 年度
一、营业总收入|204,501,238.89|183,296,707.87
page|112
其中：营业收入|204,501,238.89|183,296,707.87
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|125,852,577.99|117,933,887.99
其中：营业成本|94,836,989.39|88,109,270.01
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|2,356,787.22|2,424,858.46
销售费用|7,790,850.29|6,645,478.29
管理费用|14,525,913.22|13,124,476.99
研发费用|8,269,310.80|8,166,249.05
财务费用|-1,927,272.93|-536,444.81
其中：利息费用||
利息收入|1,754,528.05|272,314.41
加：其他收益|4,721,280.94|2,085,035.45
投资收益（损失以“－”号填列）|10,974,023.65|14,081,354.66
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|1,204,816.44|
信用减值损失（损失以“-”号填列）|-81,739.17|
page|113
资产减值损失（损失以“-”号填列）|-161,871.41|218,787.53
资产处置收益（损失以“-”号填列）|12,501.85|5,690.05
三、营业利润（亏损以“－”号填列）|95,317,673.20|81,753,687.57
加：营业外收入|241,354.22|498,697.83
减：营业外支出|68,039.99|220,385.87
四、利润总额（亏损总额以“－”号填列）|95,490,987.43|82,031,999.53
减：所得税费用|13,340,969.41|11,711,315.18
五、净利润（净亏损以“－”号填列）|82,150,018.02|70,320,684.35
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|82,150,018.02|70,320,684.35
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司所有者的净利润|82,150,018.02|70,320,684.35
2.少数股东损益||
六、其他综合收益的税后净额|-26,955.37|
归属母公司所有者的其他综合收益的税后净额|-26,955.37|
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-26,955.37|
1.权益法下可转损益的其他综合收益||
page|114
2.其他债权投资公允价值变动||
3.可供出售金融资产公允价值变动损益||
4.金融资产重分类计入其他综合收益的金额||
5.持有至到期投资重分类为可供出售金融资产损益||
6.其他债权投资信用减值准备||
7.现金流量套期储备||
8.外币财务报表折算差额|-26,955.37|
9.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|82,123,062.65|70,320,684.35
归属于母公司所有者的综合收益总额|82,123,062.65|70,320,684.35
归属于少数股东的综合收益总额||
八、每股收益：||
（一）基本每股收益|0.68|0.59
（二）稀释每股收益|0.68|0.59
