page|72
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|1|1,012,184,604.09|802,888,540.29
结算备付金|||
拆出资金|||
交易性金融资产|2||59,871,703.56
衍生金融资产|3||
应收票据|4||
应收账款|5|6,820,217.49|19,129,163.69
应收款项融资|6||
预付款项|7|3,960,083.16|3,478,233.18
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|8|78,052,269.59|100,714,662.63
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|9|1,754,683.62|596,502.44
合同资产|10||
持有待售资产|11||175,391.83
一年内到期的非流动资产|12|140,550,000.00|
其他流动资产|13|54,512,568.07|93,321,569.03
流动资产合计||1,297,834,426.02|1,080,175,766.65
非流动资产：|||
发放贷款和垫款|14|473,616,899.25|384,759,211.59
债权投资|15|162,442,141.65|375,398,640.43
其他债权投资|16||
长期应收款|17|1,180,541,969.63|814,377,669.12
长期股权投资|18|734,167.94|532,409.28
其他权益工具投资|19||
其他非流动金融资产|20|9,105,180.14|14,000,000.00
投资性房地产|21|89,453,866.36|86,976,655.58
固定资产|22|99,477,546.90|63,526,519.18
在建工程|23||
生产性生物资产|24||
油气资产|25||
使用权资产|26|4,727,381.37|
无形资产|27|37,452,786.16|40,436,905.29
开发支出|28||
商誉|29||
page|73
长期待摊费用|30|3,343,103.35|2,615,785.48
递延所得税资产|31|119,971,207.45|122,436,575.21
其他非流动资产|32|39,355,819.82|
非流动资产合计||2,220,222,070.02|1,905,060,371.16
资产总计||3,518,056,496.04|2,985,236,137.81
流动负债：|||
短期借款|33||
向中央银行借款|||
拆入资金|||
交易性金融负债|34||
衍生金融负债|35||
应付票据|36|22,560,000.00|
应付账款|37|1,990,141.11|2,881,172.01
预收款项|38|719,078.31|
合同负债|39|6,625,426.86|8,825,881.60
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|40|5,114,710.12|20,120,203.65
应交税费|41|28,901,895.71|21,278,787.53
其他应付款|42|25,514,357.61|35,976,247.02
其中：应付利息|||476,074.73
应付股利||5,007,650.05|9,171,635.98
应付手续费及佣金|||
应付分保账款|||
担保业务准备金|43|76,121,242.47|80,293,616.69
持有待售负债|44||
一年内到期的非流动负债|45|262,533,999.80|41,691,400.00
其他流动负债|46|332,429.05|2,733,203.18
流动负债合计||430,413,281.04|213,800,511.68
非流动负债：|||
保险合同准备金|||
长期借款|47|352,932,779.67|81,558,600.00
应付债券|48||
其中：优先股|||
永续债|||
租赁负债|49|2,158,637.63|
长期应付款|50||
长期应付职工薪酬|51||
预计负债|52|20,262,476.48|6,954,560.70
递延收益|53||
递延所得税负债|||
其他非流动负债|54|3,664,121.44|414,598.93
非流动负债合计||379,018,015.22|88,927,759.63
负债合计||809,431,296.26|302,728,271.31
所有者权益（或股东权益）：|||
实收资本（或股本）|55|454,322,747.00|454,322,747.00
page|74
其他权益工具|56||
其中：优先股|||
永续债|||
资本公积|57|565,849,446.14|563,638,982.22
减：库存股|58||
其他综合收益|59|-13,571,250.00|-13,571,250.00
专项储备|60||
盈余公积|61|114,004,783.21|114,004,783.21
一般风险准备|||
未分配利润|62|978,377,731.75|961,759,455.72
归属于母公司所有者权益（或股东权益）合计||2,098,983,458.10|2,080,154,718.15
少数股东权益||609,641,741.68|602,353,148.35
所有者权益（或股东权益）合计||2,708,625,199.78|2,682,507,866.50
负债和所有者权益（或股东权益）总计||3,518,056,496.04|2,985,236,137.81
