page|85
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|51,634,463.09|63,029,087.25
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
page|86
衍生金融资产||
应收票据|3,996,423.56|5,059,909.00
应收账款|172,107,676.06|163,322,223.11
应收款项融资||
预付款项|4,493,064.77|2,666,150.12
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|7,053,732.20|6,812,981.78
其中：应收利息||
应收股利||
买入返售金融资产||
存货|39,707,209.44|32,435,274.15
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|268,184.60|330,571.50
流动资产合计|279,260,753.72|273,656,196.91
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||54,200,000.00
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资||
其他权益工具投资|54,200,000.00|
其他非流动金融资产||
投资性房地产|66,464,201.99|68,431,514.87
固定资产|294,359,212.95|310,380,598.20
在建工程|18,624,869.96|
生产性生物资产||
油气资产||
使用权资产||
page|87
无形资产|52,154,235.54|53,336,443.02
开发支出||
商誉|18,506,677.62|
长期待摊费用||
递延所得税资产|2,852,293.57|3,061,303.70
其他非流动资产|23,724,138.40|15,448,427.41
非流动资产合计|530,885,630.03|504,858,287.20
资产总计|810,146,383.75|778,514,484.11
流动负债：||
短期借款|24,034,047.64|
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据||
应付账款|20,275,117.45|21,617,527.76
预收款项|9,668,638.46|9,073,860.28
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|195,989.98|1,556,458.92
应交税费|4,157,792.49|1,323,884.36
其他应付款|8,548,711.92|8,244,990.02
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||10,000,000.00
其他流动负债||
page|88
流动负债合计|66,880,297.94|51,816,721.34
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|4,375,166.67|5,867,166.67
递延所得税负债|6,784.92|
其他非流动负债||
非流动负债合计|4,381,951.59|5,867,166.67
负债合计|71,262,249.53|57,683,888.01
所有者权益：||
股本|303,345,000.00|303,345,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|231,488,192.99|231,488,192.99
减：库存股||
其他综合收益||
专项储备||
盈余公积|28,912,142.47|27,888,737.54
一般风险准备||
未分配利润|166,813,238.00|158,108,665.57
归属于母公司所有者权益合计|730,558,573.46|720,830,596.10
少数股东权益|8,325,560.76|
所有者权益合计|738,884,134.22|720,830,596.10
负债和所有者权益总计|810,146,383.75|778,514,484.11
