page|71
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,007,524,462.31|828,251,124.22
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||847,502.46|1,476,766.29
收到其他与经营活动有关的现金|七、78（1）|121,245,077.39|69,309,917.71
经营活动现金流入小计||1,129,617,042.16|899,037,808.22
购买商品、接受劳务支付的现金||806,189,475.70|558,366,769.71
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||69,701,155.84|57,136,602.39
支付的各项税费||41,829,772.63|29,358,552.48
支付其他与经营活动有关的现金|七、78（2）|177,218,436.50|176,708,952.39
经营活动现金流出小计||1,094,938,840.67|821,570,876.97
经营活动产生的现金流量净额||34,678,201.49|77,466,931.25
二、投资活动产生的现金流量：|||
收回投资收到的现金||200,000,000.00|737,000,000.00
取得投资收益收到的现金||4,273,972.00|23,241,179.18
处置固定资产、无形资产和其||93,284.30|547,712.33
page|72
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||204,367,256.30|760,788,891.51
购建固定资产、无形资产和其他长期资产支付的现金||33,926,382.11|91,616,155.17
投资支付的现金||222,386,950.55|687,537,451.90
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||256,313,332.66|779,153,607.07
投资活动产生的现金流量净额||-51,946,076.36|-18,364,715.56
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||2,000,000.00
其中：子公司吸收少数股东投资收到的现金|||2,000,000.00
取得借款收到的现金|||15,000,000.00
收到其他与筹资活动有关的现金|七、78（5）||17,183,000.00
筹资活动现金流入小计|||34,183,000.00
偿还债务支付的现金||15,000,000.00|
分配股利、利润或偿付利息支付的现金||30,722,837.50|15,772,757.83
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|4,687,200.00|799,800.00
筹资活动现金流出小计||50,410,037.50|16,572,557.83
筹资活动产生的现金流量净额||-50,410,037.50|17,610,442.17
四、汇率变动对现金及现金等价物的影响||-76,644.18|-9,488.72
五、现金及现金等价物净增加额||-67,754,556.55|76,703,169.14
加：期初现金及现金等价物余额||173,675,865.22|96,972,696.08
六、期末现金及现金等价物余额||105,921,308.67|173,675,865.22
