page|69
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,672,286,994.32|1,491,820,575.05
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||33,962,114.20|21,495,296.34
收到其他与经营活动有关的现金|（四十四）|197,391,585.33|101,039,698.73
经营活动现金流入小计||1,903,640,693.85|1,614,355,570.12
购买商品、接受劳务支付的现金||841,728,736.95|725,461,214.90
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||450,678,297.53|413,785,494.72
支付的各项税费||61,407,427.37|39,459,421.53
支付其他与经营活动有关的现金|（四十四）|328,589,737.32|315,121,286.63
经营活动现金流出小计||1,682,404,199.17|1,493,827,417.78
经营活动产生的现金流量净额||221,236,494.68|120,528,152.34
page|70
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||7,813,663.62|3,127,203.52
处置固定资产、无形资产和其他长期资产收回的现金净额||300.00|13,250.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|（四十四）|740,000,000.00|413,000,000.00
投资活动现金流入小计||747,813,963.62|416,140,453.52
购建固定资产、无形资产和其他长期资产支付的现金||69,891,454.62|20,167,055.12
投资支付的现金||805,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|（四十四）|740,000,000.00|413,000,000.00
投资活动现金流出小计||810,696,454.62|433,167,055.12
投资活动产生的现金流量净额||-62,882,491.00|-17,026,601.60
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||412,600,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||420,000,000.00|395,000,000.00
收到其他与筹资活动有关的现金|（四十四）|773,210.29|720,855.10
筹资活动现金流入小计||420,773,210.29|808,320,855.10
偿还债务支付的现金||521,000,000.00|657,000,000.00
分配股利、利润或偿付利息支付的现金||60,385,334.05|51,979,220.44
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|（四十四）|811,795.47|10,445,319.82
筹资活动现金流出小计||582,197,129.52|719,424,540.26
筹资活动产生的现金流量净额||-161,423,919.23|88,896,314.84
四、汇率变动对现金及现金等价物的影响||27,966.68|69,984.26
五、现金及现金等价物净增加额||-3,041,948.87|192,467,849.84
加：期初现金及现金等价物余额||453,249,435.52|260,781,585.68
六、期末现金及现金等价物余额||450,207,486.65|453,249,435.52
