page|99
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||801,995,946.59|808,961,374.44
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||72,078.41|550,864.88
收到其他与经营活动有关的现金||12,856,350.94|16,415,652.97
经营活动现金流入小计||814,924,375.94|825,927,892.29
购买商品、接受劳务支付的现金||430,650,004.10|435,902,843.98
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||157,467,890.35|153,275,328.00
支付的各项税费||55,804,884.01|56,293,298.30
支付其他与经营活动有关的现金||39,948,911.21|47,672,809.57
经营活动现金流出小计||683,871,689.67|693,144,279.85
经营活动产生的现金流量净额||131,052,686.27|132,783,612.44
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||1,820,974.13
处置固定资产、无形资产和其||758,993.60|42,221.57
page|100
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额||7,204,702.17|
收到其他与投资活动有关的现金||2,000,000.00|50,000,000.00
投资活动现金流入小计||9,963,695.77|51,863,195.70
购建固定资产、无形资产和其他长期资产支付的现金||45,289,747.32|91,789,876.77
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||320,000,000.00|
投资活动现金流出小计||365,289,747.32|91,789,876.77
投资活动产生的现金流量净额||-355,326,051.55|-39,926,681.07
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||389,524,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||389,524,000.00|
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||42,470,000.00|31,840,000.00
其中：子公司支付给少数股东的股利、利润||2,150,000.00|160,000.00
支付其他与筹资活动有关的现金||19,898,560.00|
筹资活动现金流出小计||62,368,560.00|31,840,000.00
筹资活动产生的现金流量净额||327,155,440.00|-31,840,000.00
四、汇率变动对现金及现金等价物的影响||369,569.00|24,377.93
五、现金及现金等价物净增加额||103,251,643.72|61,041,309.30
加：期初现金及现金等价物余额||341,471,942.60|280,430,633.30
六、期末现金及现金等价物余额||444,723,586.32|341,471,942.60
