page|138
项目|附注|2019 年度|2018 年度
一、营业总收入||6,185,825,111.97|5,807,108,031.78
其中：营业收入|五.45|6,185,825,111.97|5,807,108,031.78
二、营业总成本||4,523,563,329.29|4,192,022,326.88
其中：营业成本|五.45|3,499,538,158.68|2,858,211,931.76
税金及附加|五.46|54,575,075.54|49,742,097.47
销售费用||27,304,777.79|19,417,328.93
管理费用|五.47|350,732,443.82|209,644,932.04
研发费用|五.48|18,474,814.08|-
财务费用|五.49|572,938,059.38|1,055,006,036.68
其中：利息费用||599,895,084.68|985,524,012.93
利息收入||49,826,103.21|76,511,408.47
加：其他收益|五.50|8,522,310.22|139,095.35
投资收益（损失以“－”号填列）|五.51|1,242,672,036.85|555,594,384.15
其中：对联营企业和合营企业的投资收益|五.14|899,684,300.39|520,956,388.49
公允价值变动收益（损失以“－”号填列）|五.52|81,086,510.00|134,403,871.30
信用减值损失（损失以“-”号填列）||-1,129,098.22|-235,884.16
资产减值损失（损失以“-”号填列）|五.53|552,000,000.00|-
资产处置收益（损失以“－”号填列）|五.54|386,045.39|2,227,126,379.18
三、营业利润（亏损以“－”号填列）||2,444,057,783.36|4,532,585,319.04
加：营业外收入|五.55|12,400,677.84|17,432,390.89
减：营业外支出|五.56|12,224,737.39|4,840,143.38
四、利润总额（亏损总额以“－”号填列）||2,444,233,723.81|4,545,177,566.55
减：所得税费用|五.58|-92,249,497.96|966,446,984.07
五、净利润（净亏损以“－”号填列）||2,536,483,221.77|3,578,730,582.48
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||2,536,483,221.77|3,578,730,582.48
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||2,499,484,975.75|3,440,050,607.33
2.少数股东损益（净亏损以“-”号填列）||36,998,246.02|138,679,975.15
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额||34,629,387.26|-6,248,183.30
1．将重分类进损益的其他综合收益||34,629,387.26|-6,248,183.30
page|139
（1）权益法下可转损益的其他综合收益|五.42|33,221,731.99|-8,741,488.55
（2）外币财务报表折算差额|五.41|1,407,655.27|2,493,305.25
七、综合收益总额||2,571,112,609.03|3,572,482,399.18
（一）归属于母公司所有者的综合收益总额||2,534,114,363.01|3,433,802,424.03
（二）归属于少数股东的综合收益总额||36,998,246.02|138,679,975.15
八、每股收益：|||
（一）基本每股收益（元/股）|五.63（1）|1.146|1.577
（二）稀释每股收益（元/股）|五.63（1）|1.146|1.577
