page|70
项目|2019 年度|2018 年度
一、营业总收入|4,472,306,660.48|3,857,565,344.01
其中：营业收入|4,472,306,660.48|3,857,565,344.01
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|4,274,044,223.03|3,523,919,313.01
其中：营业成本|3,893,604,449.79|3,191,060,934.15
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|15,867,043.74|10,910,016.83
销售费用|113,750,500.61|111,570,405.43
管理费用|83,389,984.41|61,362,885.30
研发费用|145,203,795.81|121,508,267.11
财务费用|22,228,448.67|27,506,804.19
其中：利息费用|28,747,152.00|33,322,119.48
利息收入|8,178,902.05|3,565,842.25
加：其他收益|7,312,823.00|8,024,300.00
投资收益（损失以“－”号填|27,227,984.96|57,131,260.52
page|71
列）||
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|12,520,584.96|
信用减值损失（损失以“-”号填列）|-16,435,607.01|
资产减值损失（损失以“-”号填列）|-31,897,907.95|-35,418,321.21
资产处置收益（损失以“-”号填列）||
三、营业利润（亏损以“－”号填列）|196,990,315.41|363,383,270.31
加：营业外收入|212,102.54|2,938,975.31
减：营业外支出|70,380.15|289,391.31
四、利润总额（亏损总额以“－”号填列）|197,132,037.80|366,032,854.31
减：所得税费用|23,645,665.22|44,684,420.50
五、净利润（净亏损以“－”号填列）|173,486,372.58|321,348,433.81
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|173,486,372.58|321,348,433.81
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司所有者的净利润|173,486,372.58|321,348,433.81
2.少数股东损益||
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
page|72
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.可供出售金融资产公允价值变动损益||
4.金融资产重分类计入其他综合收益的金额||
5.持有至到期投资重分类为可供出售金融资产损益||
6.其他债权投资信用减值准备||
7.现金流量套期储备||
8.外币财务报表折算差额||
9.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|173,486,372.58|321,348,433.81
归属于母公司所有者的综合收益总额|173,486,372.58|321,348,433.81
归属于少数股东的综合收益总额||
八、每股收益：||
（一）基本每股收益|0.15|0.28
（二）稀释每股收益|0.15|0.28
