page|63
项目|附注|2019 年度|2018 年度
一、营业总收入|||2,262,460,800.94  1,984,202,840.25
其中：营业收入|||2,262,460,800.94  1,984,202,840.25
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||2,356,313,783.23  2,082,503,381.65
其中：营业成本|||1,811,372,044.60  1,807,288,207.00
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||33,699,315.52|40,217,782.76
销售费用||169,270,494.80|41,392,086.88
管理费用||170,736,196.67|106,102,754.41
研发费用||39,660,836.52|28,908,796.60
财务费用||131,574,895.12|58,593,754.00
其中：利息费用||135,405,522.60|66,706,813.76
利息收入||5,161,838.79|7,591,919.35
加：其他收益||19,500,868.93|649,222.73
投资收益（损失以“－”号填列）||128,279,361.83|193,236,001.61
其中：对联营企业和合营企业的投资收益||63,804,594.57|55,854,905.23
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-11,569,202.52|
资产减值损失（损失以“-”号填列）||-28,044,307.24|5,093,671.68
资产处置收益（损失以“－”||221,393.73|3,752,883.47
page|64
号填列）|||
三、营业利润（亏损以“－”号填列）||14,535,132.44|104,431,238.09
加：营业外收入||3,486,426.70|1,410,073.64
减：营业外支出||6,306,886.61|6,013,792.57
四、利润总额（亏损总额以“－”号填列）||11,714,672.53|99,827,519.16
减：所得税费用||9,112,883.72|37,340,164.84
五、净利润（净亏损以“－”号填列）||2,601,788.81|62,487,354.32
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||2,601,788.81|62,487,354.32
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||13,064,009.74|62,822,106.52
2.少数股东损益（净亏损以“-”号填列）||-10,462,220.93|-334,752.20
六、其他综合收益的税后净额||1,928,383.65|6,093,819.64
（一）归属母公司所有者的其他综合收益的税后净额||1,859,557.65|5,920,220.05
1．不能重分类进损益的其他综合收益||-223,552.85|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-223,552.85|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||2,083,110.50|5,920,220.05
（1）权益法下可转损益的其他综合收益||2,083,110.50|6,487,989.97
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||-567,769.92
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可|||
page|65
供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额||68,826.00|173,599.59
七、综合收益总额||4,530,172.46|68,581,173.96
（一）归属于母公司所有者的综合收益总额||14,923,567.39|68,742,326.57
（二）归属于少数股东的综合收益总额||-10,393,394.93|-161,152.61
八、每股收益：|||
（一）基本每股收益(元/股)||0.02|0.11
（二）稀释每股收益(元/股)||0.02|0.11
