page|58
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||544,714,789.22|613,537,326.63
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据||4,750,000.00|76,692,445.50
应收账款||744,778,621.95|637,851,020.19
应收款项融资||196,380,969.49|
预付款项||127,667,464.48|127,298,239.81
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||42,580,032.27|29,369,469.64
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||311,613,615.31|599,353,374.44
持有待售资产||383,891.65|
一年内到期的非流动资产|||
其他流动资产||49,575,506.50|9,632,751.39
流动资产合计||2,022,444,890.87|2,093,734,627.60
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||465,659,031.47
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||633,328,176.87|584,052,519.38
其他权益工具投资||485,490,961.00|
其他非流动金融资产|||
投资性房地产|||
固定资产||1,606,063,707.36|358,486,981.77
page|59
在建工程||11,326,667.72|71,635,334.56
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||294,835,559.98|129,017,741.68
开发支出|||
商誉||18,021,153.99|
长期待摊费用||17,767,746.87|
递延所得税资产||11,656,150.78|5,427,308.14
其他非流动资产||187,520,263.50|417,617,350.67
非流动资产合计||3,266,010,388.07|2,031,896,267.67
资产总计||5,288,455,278.94|4,125,630,895.27
流动负债：|||
短期借款||1,979,244,780.64|1,038,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||514,250,000.00|379,210,000.00
应付账款||422,984,508.66|511,878,413.36
预收款项||128,325,297.63|22,115,082.69
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||68,821,312.90|23,904,118.53
应交税费||41,699,014.58|46,956,080.84
其他应付款||152,763,710.88|94,123,875.89
其中：应付利息||436,087.50|2,247,093.75
应付股利||1,647,752.95|1,647,746.31
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||63,760,773.36|356,000,000.00
其他流动负债|||
流动负债合计||3,371,849,398.65|2,472,187,571.31
非流动负债：|||
保险合同准备金|||
长期借款||252,707,866.70|100,000,000.00
应付债券|||
page|60
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||19,266,250.50|
长期应付职工薪酬|||
预计负债|||
递延收益||24,694,196.30|3,000,000.00
递延所得税负债||26,483,090.03|470,927.54
其他非流动负债|||
非流动负债合计||323,151,403.53|103,470,927.54
负债合计||3,695,000,802.18|2,575,658,498.85
所有者权益（或股东权益）：|||
实收资本（或股本）||568,177,846.00|568,177,846.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||577,496,992.74|577,496,992.74
减：库存股|||
其他综合收益||8,944,033.55|7,084,475.90
专项储备||52,953,688.00|3,391,078.87
盈余公积||101,792,302.27|101,792,302.27
一般风险准备|||
未分配利润||241,406,792.01|244,828,015.39
归属于母公司所有者权益（或股东权益）合计||1,550,771,654.57|1,502,770,711.17
少数股东权益||42,682,822.19|47,201,685.25
所有者权益（或股东权益）合计||1,593,454,476.76|1,549,972,396.42
负债和所有者权益（或股东权益）总计||5,288,455,278.94|4,125,630,895.27
