page|67
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||2,195,404,853.15  1,678,182,549.33
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||1,926,214.32
收到其他与经营活动有关的现金||50,306,945.07|425,340,517.42
经营活动现金流入小计|||2,245,711,798.22  2,105,449,281.07
购买商品、接受劳务支付的现金|||1,747,267,722.43  1,285,220,591.31
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||283,298,761.04|144,442,553.83
支付的各项税费||112,018,967.65|65,979,720.33
支付其他与经营活动有关的现金||124,217,374.48|86,143,674.05
经营活动现金流出小计|||2,266,802,825.60  1,581,786,539.52
经营活动产生的现金流量净额||-21,091,027.38|523,662,741.55
二、投资活动产生的现金流量：|||
收回投资收到的现金||246,692.28|
取得投资收益收到的现金||21,507,964.00|25,356,073.04
处置固定资产、无形资产和其他长期资产收回的现金净额||1,070,054.30|12,606,824.72
处置子公司及其他营业单位收到的现金净额||285,807,698.25|200,880,000.00
收到其他与投资活动有关的现金|||35,000,000.00
投资活动现金流入小计||308,632,408.83|273,842,897.76
购建固定资产、无形资产和其他长期资产支付的现金||68,012,349.65|10,880,447.32
投资支付的现金|||420,630,000.00
page|68
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||639,643,379.01|
支付其他与投资活动有关的现金|||58,044,467.75
投资活动现金流出小计||707,655,728.66|489,554,915.07
投资活动产生的现金流量净额||-399,023,319.83|-215,712,017.31
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||2,054,366,000.00  1,020,900,000.00
收到其他与筹资活动有关的现金||705,356,204.49|527,091,960.38
筹资活动现金流入小计|||2,759,722,204.49  1,547,991,960.38
偿还债务支付的现金||1,684,769,159.98|972,100,000.00
分配股利、利润或偿付利息支付的现金||122,752,025.10|62,461,205.03
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||668,938,570.87|640,545,060.57
筹资活动现金流出小计|||2,476,459,755.95  1,675,106,265.60
筹资活动产生的现金流量净额||283,262,448.54|-127,114,305.22
四、汇率变动对现金及现金等价物的影响||127,134.81|863,522.53
五、现金及现金等价物净增加额||-136,724,763.86|181,699,941.55
加：期初现金及现金等价物余额||416,814,093.24|235,114,151.69
六、期末现金及现金等价物余额||280,089,329.38|416,814,093.24
