page|62
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,545,568,184.84|4,183,514,541.70
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
page|63
收到的税费返还|||
收到其他与经营活动有关的现金|七、78（1）|580,892,070.24|521,584,154.73
经营活动现金流入小计||5,126,460,255.08|4,705,098,696.43
购买商品、接受劳务支付的现金||1,455,933,538.24|4,155,816,234.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||151,085,605.61|128,306,930.16
支付的各项税费||461,814,264.71|434,571,617.52
支付其他与经营活动有关的现金|七、78（2）|871,765,806.59|597,435,891.43
经营活动现金流出小计||2,940,599,215.15|5,316,130,673.54
经营活动产生的现金流量净额||2,185,861,039.93|-611,031,977.11
二、投资活动产生的现金流量：|||
收回投资收到的现金|||235,668,933.88
取得投资收益收到的现金||648,480.00|16,867,869.83
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额||28,791,376.63|
收到其他与投资活动有关的现金|七、78（3）|105,558,232.98|
投资活动现金流入小计||134,998,089.61|252,536,803.71
购建固定资产、无形资产和其他长期资产支付的现金||833,103.73|1,309,304.15
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||240,423,311.50|
支付其他与投资活动有关的现金|七、78（4）|39,007.10|
投资活动现金流出小计||241,295,422.33|1,309,304.15
投资活动产生的现金流量净额||-106,297,332.72|251,227,499.56
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||4,900,000.00
其中：子公司吸收少数股东投资收到的现金|||4,900,000.00
取得借款收到的现金||3,372,084,564.76|3,875,197,159.60
收到其他与筹资活动有关的现金|七、78（5）||1,524,482,189.27
筹资活动现金流入小计||3,372,084,564.76|5,404,579,348.87
偿还债务支付的现金||3,634,012,795.05|2,164,810,000.00
分配股利、利润或偿付利息支付的现金||535,122,402.86|548,362,561.17
其中：子公司支付给少数股东的股利、利润||12,536,200.00|
支付其他与筹资活动有关的现金|七、78（6）||2,243,590,189.27
筹资活动现金流出小计||4,169,135,197.91|4,956,762,750.44
筹资活动产生的现金流量净额||-797,050,633.15|447,816,598.43
page|64
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||1,282,513,074.06|88,012,120.88
加：期初现金及现金等价物余额||1,152,107,950.33|1,064,095,829.45
六、期末现金及现金等价物余额||2,434,621,024.39|1,152,107,950.33
