page|100
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,601,172,943.19|1,035,943,730.32
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
page|101
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|23,620,160.92|8,113,231.11
收到其他与经营活动有关的现金|27,368,665.17|23,134,629.92
经营活动现金流入小计|1,652,161,769.28|1,067,191,591.35
购买商品、接受劳务支付的现金|1,020,792,182.78|584,018,488.31
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|364,000,247.15|260,041,344.97
支付的各项税费|39,765,811.38|52,165,445.08
支付其他与经营活动有关的现金|125,204,903.70|83,672,114.90
经营活动现金流出小计|1,549,763,145.01|979,897,393.26
经营活动产生的现金流量净额|102,398,624.27|87,294,198.09
二、投资活动产生的现金流量：||
收回投资收到的现金|653,089,186.93|808,172,022.07
取得投资收益收到的现金||
处置固定资产、无形资产和其他长期资产收回的现金净额|2,178,611.62|8,353,265.14
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金|11,314.94|
投资活动现金流入小计|655,279,113.49|816,525,287.21
购建固定资产、无形资产和其他长期资产支付的现金|142,287,715.35|96,747,618.11
投资支付的现金|564,247,800.00|751,675,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额||
支付其他与投资活动有关的现金||
page|102
投资活动现金流出小计|706,535,515.35|848,422,618.11
投资活动产生的现金流量净额|-51,256,401.86|-31,897,330.90
三、筹资活动产生的现金流量：||
吸收投资收到的现金||30,214,550.00
其中：子公司吸收少数股东投资收到的现金||490,000.00
取得借款收到的现金||
收到其他与筹资活动有关的现金||
筹资活动现金流入小计||30,214,550.00
偿还债务支付的现金||
分配股利、利润或偿付利息支付的现金|62,701,725.00|83,665,800.00
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|8,877,093.20|28,800.00
筹资活动现金流出小计|71,578,818.20|83,694,600.00
筹资活动产生的现金流量净额|-71,578,818.20|-53,480,050.00
四、汇率变动对现金及现金等价物的影响|-8,252,915.21|-24,753,876.23
五、现金及现金等价物净增加额|-28,689,511.00|-22,837,059.04
加：期初现金及现金等价物余额|481,592,219.76|504,429,278.80
六、期末现金及现金等价物余额|452,902,708.76|481,592,219.76
