page|82
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||642,672,914.38|678,984,218.58
结算备付金|||
拆出资金|||
交易性金融资产||106,680,000.00|83,160,000.00
衍生金融资产|||
应收票据||18,756,438.66|25,234,114.22
应收账款||1,026,463,894.29|1,036,947,223.80
应收款项融资||710,376,703.46|426,833,555.87
预付款项||22,375,736.98|6,142,867.92
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||53,248,142.12|256,470,870.15
其中：应收利息|||
应收股利|||
买入返售金融资产|||
page|83
存货||854,209,608.15|721,063,416.30
合同资产||37,461,837.60|84,076,951.60
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||112,941,616.49|64,060,183.35
流动资产合计||3,585,186,892.13|3,382,973,401.79
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||233,465,115.29|195,413,927.22
其他权益工具投资|||
其他非流动金融资产||47,150,000.00|
投资性房地产|||
固定资产||924,567,248.39|212,902,957.91
在建工程||73,434,413.71|122,589,699.89
生产性生物资产|||
油气资产|||
使用权资产||31,531,172.26|
无形资产||78,129,965.97|79,199,135.82
开发支出|||
商誉|||
长期待摊费用||3,387,435.49|3,015,424.63
递延所得税资产||176,773,790.58|109,697,772.57
其他非流动资产||68,836,057.99|141,608,509.22
非流动资产合计||1,637,275,199.68|864,427,427.26
资产总计||5,222,462,091.81|4,247,400,829.05
流动负债：|||
短期借款||60,062,236.12|
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||788,051,405.73|761,500,400.63
应付账款||529,637,229.37|344,975,287.61
预收款项|||14,271,490.00
合同负债||52,253,228.83|35,889,485.62
卖出回购金融资产款|||
page|84
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||75,730,896.26|60,034,195.87
应交税费||40,838,115.78|39,964,025.74
其他应付款||17,550,486.37|129,423,070.12
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||44,658,281.73|20,964,600.00
其他流动负债||5,641,947.45|4,665,633.12
流动负债合计||1,614,423,827.64|1,411,688,188.71
非流动负债：|||
保险合同准备金|||
长期借款||391,799,080.25|
应付债券|||
其中：优先股|||
永续债|||
租赁负债||17,800,378.49|
长期应付款|||
长期应付职工薪酬|||
预计负债||20,553,593.58|21,547,014.00
递延收益||13,474,316.59|16,027,469.05
递延所得税负债|||
其他非流动负债|||
非流动负债合计||443,627,368.91|37,574,483.05
负债合计||2,058,051,196.55|1,449,262,671.76
所有者权益（或股东权益）：|||
实收资本（或股本）||436,586,100.00|433,841,500.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||1,140,080,300.93|1,042,887,749.93
减：库存股||9,668,395.50|20,971,917.00
其他综合收益|||
专项储备|||
盈余公积||152,334,801.47|131,232,984.77
page|85
一般风险准备|||
未分配利润||1,441,563,024.79|1,209,645,270.07
归属于母公司所有者权益（或股东权益）合计||3,160,895,831.69|2,796,635,587.77
少数股东权益||3,515,063.57|1,502,569.52
所有者权益（或股东权益）合计||3,164,410,895.26|2,798,138,157.29
负债和所有者权益（或股东权益）总计||5,222,462,091.81|4,247,400,829.05
