page|90
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,199,648,241.24|709,566,419.45
客户存 款和同 业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融 机构拆入资金净增加额|||
收到原保险 合同保费取得 的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金||371,000.00|212,651,442.77
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收 到的现金净额|||
收到的税费返还|||
收到其他与经营活 动有关的现金||59,111,011.53|82,193,521.26
经营活动现金流入小计||1,259,130,252.77|1,004,411,383.48
购买商品、接受劳务支付的现金||373,620,493.82|175,097,712.37
客户贷款及垫款净增加额||-25,000,000.00|-402,156,267.04
存放中央银行和同 业款项 净增加额|||
支付原保险 合同赔付款 项的现金|||
拆出资金净增加额|||46,906,939.58
支付利息、手续费及佣金的现金|||5,716,922.83
支付保单红利的现金|||
支付给职工及为职工支 付的现金||130,466,114.61|55,374,833.04
支付的各项税费||62,801,214.64|123,961,529.34
支付其他与经营活 动有关的现金||179,568,758.06|186,647,854.37
经营活动现金流出小计||721,456,581.13|191,549,524.49
经营活 动产生 的现金流量净额||537,673,671.64|812,861,858.99
page|91
二、投资活动产生的现金流量：|||
收回投资收到的现金||14,496,000.00|0.00
取得投资收益收到的现金||0.06|739,720.00
处置固定资产、无形资产和其他长期资产收回的现金净额||35,748,323.68|58,686,309.96
处置子公司及其他营业单 位收到的现金净额||11,837,114.00|7,649,771.37
收到其他与投 资活动有关的现金||5,576,457.78|
投资活动现金流入小计||67,657,895.52|67,075,801.33
购建固定资产、无形资产和其他长期资产支付的现金||1,506,498,167.52|417,706,547.71
投资支付的现金||6,000,000.00|600,000.00
质押贷款净增加额|||
取得子公司及其他营业单 位支付的现金净额||111,000,000.00|253,771,138.69
支付其他与投 资活动有关的现金||1,000.00|1,300,000.00
投资活动现金流出小计||1,623,499,167.52|673,377,686.40
投资活动产生 的现金流量净额||-1,555,841,272.00|-606,301,885.07
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,260,328,232.01|160,330,000.00
其中：子公司吸收少数股东投资收到的现金||19,980,000.00|33,430,000.00
取得借款收到的现金||1,546,675,676.91|1,360,199,967.37
收到其他与筹 资活动有关的现金||445,987,258.30|58,318,011.63
筹资活动现金流入小计||3,252,991,167.22|1,578,847,979.00
偿还债务支付的现金||1,639,517,000.00|1,361,062,167.37
分配股利、利润或偿付利息支付的现金||76,967,917.41|74,067,276.87
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹 资活动有关的现金||467,951,529.64|362,893,593.39
筹资活动现金流出小计||2,184,436,447.05|1,798,023,037.63
筹资活动产生 的现金流量净额||1,068,554,720.17|-219,175,058.63
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||50,387,119.81|-12,615,084.71
加：期初现金及现金等价物余额||68,559,448.42|81,174,533.13
六、期末现金及现金等价物余额||118,946,568.23|68,559,448.42
