page|105
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||24,453,251,450.26|16,578,285,249.46
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||5,317,843.40
收到其他与经营活动有关的现金||506,542,876.91|287,569,100.84
经营活动现金流入小计||24,959,794,327.17|16,871,172,193.70
购买商品、接受劳务支付的现金||14,937,583,277.60|8,502,348,152.94
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||3,254,598,408.64|2,515,317,346.05
支付的各项税费||1,302,770,073.53|888,935,199.89
支付其他与经营活动有关的现金||1,418,875,897.01|1,075,115,801.79
经营活动现金流出小计||20,913,827,656.78|12,981,716,500.67
经营活动产生的现金流量净额||4,045,966,670.39|3,889,455,693.03
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,320,615,263.32|6,400,797,398.92
取得投资收益收到的现金||38,736,831.64|46,162,854.29
处置固定资产、无形资产和其他长期资产收回的现金净额||3,463,541.11|16,984,453.45
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||43,398,342.05|75,090,472.24
投资活动现金流入小计||3,406,213,978.12|6,539,035,178.90
购建固定资产、无形资产和其他长期资产支付的现金||1,234,793,995.85|1,899,698,873.59
投资支付的现金||4,236,550,000.00|6,976,470,000.00
质押贷款净增加额|||
page|106
项目|附注|2021年度|2020年度
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||5,471,343,995.85|8,876,168,873.59
投资活动产生的现金流量净额||-2,065,130,017.73|-2,337,133,694.69
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,600,000.00|
其中：子公司吸收少数股东投资收到的现金||1,600,000.00|
取得借款收到的现金||3,675,893,338.14|2,065,368,486.99
收到其他与筹资活动有关的现金||481,821.60|
筹资活动现金流入小计||3,677,975,159.74|2,065,368,486.99
偿还债务支付的现金||2,920,830,972.93|898,860,502.46
分配股利、利润或偿付利息支付的现金||843,199,431.22|534,104,765.78
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||100,981,922.25|47,442,649.03
筹资活动现金流出小计||3,865,012,326.40|1,480,407,917.27
筹资活动产生的现金流量净额||-187,037,166.66|584,960,569.72
四、汇率变动对现金及现金等价物的影响||-10,450,359.35|-26,680,624.04
五、现金及现金等价物净增加额||1,783,349,126.65|2,110,601,944.02
加：期初现金及现金等价物余额||3,558,468,311.68|1,447,866,367.66
六、期末现金及现金等价物余额||5,341,817,438.33|3,558,468,311.68
