page|85
项目|附注|2019 年度|2018 年度
一、营业总收入|七、61|173,484,800,604|169,861,164,810
其中：营业收入|七、61|173,484,800,604|169,861,164,810
二、营业总成本||165,449,505,857|167,258,544,074
其中：营业成本|七、61|148,172,342,204|150,659,436,086
税金及附加|七、62|1,832,974,908|1,807,206,081
销售费用|七、63|116,893,772|42,176,050
管理费用|七、64|4,553,687,087|4,233,217,379
研发费用||65,021,719|46,219,278
财务费用|七、66|10,708,586,167|10,470,289,200
其中：利息费用||10,762,718,101|10,545,102,773
利息收入||264,553,509|235,738,181
加：其他收益|七、67|916,585,687|625,212,597
投资收益（损失以“－”号填列）|七、68|1,413,166,379|1,572,854,761
其中：对联营企业和合营企业的投资收益||1,187,119,427|1,851,522,438
以摊余成本计量的金融资产终止确认产生的收益(损失以“-”号填列)||-9,896,250|-
公允价值变动收益（损失以“－”号填列）||19,491,687|-20,007,041
|信用减值损失（损失以“-”号填列）  七、71|-74,556,813|-42,578,214
|资产减值损失（损失以“-”号填列）  七、72|-5,811,820,202|-1,146,151,509
|资产处置收益（损失以“－”号填列）  七、73|141,000,698|56,493,019
三、营业利润（亏损以“－”号填列）||4,639,162,183|3,648,444,349
加：营业外收入|七、74|391,300,175|175,863,391
减：营业外支出|七、75|217,651,062|387,953,592
四、利润总额（亏损总额以“－”号填列）||4,812,811,296|3,436,354,148
减：所得税费用|七、77|2,434,897,405|1,028,946,553
五、净利润（净亏损以“－”号填列）||2,377,913,891|2,407,407,595
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||2,377,913,891|2,407,407,595
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,686,459,523|1,438,881,447
2.少数股东损益（净亏损以“-”号填列）||691,454,368|968,526,148
六、其他综合收益的税后净额||570,888,167|-418,889,206
（一）归属母公司所有者的其他综合收益的|七、78|731,669,176|-394,333,610
page|86
税后净额|||
1．不能重分类进损益的其他综合收益||312,328,697|-17,799,108
（1）权益法下不能转损益的其他综合收益||367,528,644|-18,858,092
（2）其他权益工具投资公允价值变动||-55,199,947|1,058,984
2．将重分类进损益的其他综合收益||419,340,479|-376,534,502
（1）权益法下可转损益的其他综合收益||1,167,397|-241,587,264
（2）现金流量套期储备（现金流量套期损益的有效部分）||132,648,447|-469,664,609
（3）外币财务报表折算差额||285,524,635|334,717,371
（二）归属于少数股东的其他综合收益的税后净额|七、78|-160,781,009|-24,555,596
七、综合收益总额||2,948,802,058|1,988,518,389
（一）归属于母公司所有者的综合收益总额||2,418,128,699|1,044,547,837
（二）归属于少数股东的综合收益总额||530,673,359|943,970,552
八、每股收益：|||
（一）基本每股收益(元/股)||0.06|0.07
（二）稀释每股收益(元/股)||0.06|0.07
