page|88
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|778,810,415.97|200,893,173.13
结算备付金||
拆出资金||
交易性金融资产|1,567,455,475.85|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|19,007,822.85|24,697,982.06
应收账款|151,384,752.01|178,547,942.31
应收款项融资||
预付款项|3,090,605.07|15,449,016.99
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|11,203,973.19|15,339,736.57
其中：应收利息|307,974.44|
应收股利||
买入返售金融资产||
存货|102,801,904.07|138,441,105.98
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|26,395,812.17|2,021,749,274.72
流动资产合计|2,660,150,761.18|2,595,118,231.76
page|89
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||12,615,459.87
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|580,320,776.43|585,230,831.28
其他权益工具投资|10,586,047.07|
其他非流动金融资产||
投资性房地产|208,076,431.51|181,471,406.07
固定资产|165,434,347.17|206,886,434.81
在建工程|165,087,092.47|47,338,849.82
生产性生物资产||
油气资产||
使用权资产||
无形资产|725,981,645.82|746,479,672.22
开发支出||
商誉||
长期待摊费用|6,195,992.21|2,988,092.00
递延所得税资产|523,837.29|477,257.46
其他非流动资产|27,540,418.31|26,133,693.92
非流动资产合计|1,889,746,588.28|1,809,621,697.45
资产总计|4,549,897,349.46|4,404,739,929.21
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据||
应付账款|50,831,077.30|81,308,261.97
page|90
预收款项|126,867,355.55|150,414,010.67
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|88,822,162.91|129,697,270.83
应交税费|9,737,140.31|2,511,755.16
其他应付款|30,028,059.74|36,857,774.58
其中：应付利息||
应付股利|1,425,239.89|1,416,239.89
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债|17,980,265.29|15,654,988.83
流动负债合计|324,266,061.10|416,444,062.04
非流动负债：||
保险合同准备金||
长期借款|173,405,620.75|
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|2,599.00|22,059.00
递延收益|11,056,798.63|13,770,398.54
递延所得税负债|120,618.16|
其他非流动负债||
非流动负债合计|184,585,636.54|13,792,457.54
负债合计|508,851,697.64|430,236,519.58
所有者权益：||
股本|1,161,058,174.00|1,161,058,174.00
page|91
其他权益工具||
其中：优先股||
永续债||
资本公积|1,340,198,622.94|1,340,198,622.94
减：库存股||
其他综合收益|-700,193.33|2,249,794.72
专项储备||
盈余公积|318,880,669.90|303,235,926.74
一般风险准备||
未分配利润|1,213,169,402.06|1,158,798,119.79
归属于母公司所有者权益合计|4,032,606,675.57|3,965,540,638.19
少数股东权益|8,438,976.25|8,962,771.44
所有者权益合计|4,041,045,651.82|3,974,503,409.63
负债和所有者权益总计|4,549,897,349.46|4,404,739,929.21
