page|116
项目|附注|2021 年度|2020 年度
一、营业总收入||1,296,688,065.65|1,045,044,542.99
其中：营业收入|七、61|1,296,688,065.65|1,045,044,542.99
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,098,465,874.71|850,566,419.51
其中：营业成本|七、61|895,249,038.11|672,896,782.54
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|6,495,663.12|8,561,653.20
销售费用|七、63|51,071,105.71|57,768,019.93
管理费用|七、64|64,729,953.02|54,618,007.12
研发费用|七、65|78,471,687.56|52,764,740.64
财务费用|七、66|2,448,427.19|3,957,216.08
其中：利息费用||471,308.34|3,606,460.45
利息收入||4,706,945.20|15,657,503.71
加：其他收益|七、67|4,394,919.43|4,083,652.56
投资收益（损失以“－”号填列）|七、68|12,693,419.43|3,802,918.94
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
page|117
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|363,550.00|
信用减值损失（损失以“-”号填列）|七、71|-11,732,166.11|-5,122,659.64
资产减值损失（损失以“-”号填列）|七、72|-8,020,065.05|-9,078,175.97
资产处置收益（损失以“－”号填列）|七、73|-133,381.05|-183,524.68
三、营业利润（亏损以“－”号填列）||195,788,467.59|187,980,334.69
加：营业外收入|七、74|7,508,224.22|17,287,575.99
减：营业外支出|七、75|1,026,842.00|600,858.72
四、利润总额（亏损总额以“－”号填列）||202,269,849.81|204,667,051.96
减：所得税费用|七、76|15,483,210.83|27,689,691.72
五、净利润（净亏损以“－”号填列）||186,786,638.98|176,977,360.24
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||186,786,638.98|176,977,360.24
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||186,786,638.98|176,977,360.24
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-250,537.66|-472,989.06
（一）归属母公司所有者的其他综合收益的税后净额||-250,537.66|-472,989.06
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-250,537.66|-472,989.06
（1）权益法下可转损益的其他综合收益|||
page|118
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-250,537.66|-472,989.06
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||186,536,101.32|176,504,371.18
（一）归属于母公司所有者的综合收益总额||186,536,101.32|176,504,371.18
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.66|0.63
（二）稀释每股收益(元/股)||0.65|0.63
