page|95
项目|附注|2021 年度|2020 年度
一、营业总收入||4,349,269|3,896,011
利息净收入|七-49|3,504,077|3,277,398
利息收入||7,772,950|7,067,733
利息支出||4,268,873|3,790,335
手续费及佣金净收入|七-50|183,015|176,090
手续费及佣金收入||236,656|228,030
手续费及佣金支出||53,641|51,940
投资收益（损失以“－”号填列）|七-51|558,970|472,447
其中：对联营企业和合营企业的投资收益||156,133|83,802
以摊余成本计量的金融资产终止确认产生的收益（损失以“-”号填列）||26,983|742
其他收益|七-53|23,779|7,639
公允价值变动收益（损失以“－”号填列）|七-54|74,314|-37,886
汇兑收益（损失以“－”号填列）||2,408|-2,268
其他业务收入|七-55|2,706|2,591
资产处置收益（损失以“－”号填列）  七-56||-|-
二、营业总支出||2,572,524|2,400,501
税金及附加|七-57|35,928|32,058
业务及管理费|七-58|1,249,642|1,056,085
信用减值损失|七-59|1,285,495|1,310,786
其他资产减值损失|七-60||
其他业务成本|七-61|1,459|1,572
三、营业利润（亏损以“－”号填列）||1,776,745|1,495,510
加：营业外收入|七-62|3,915|6,712
减：营业外支出|七-63|6,507|7,190
四、利润总额（亏损总额以“－”号填列）||1,774,153|1,495,032
减：所得税费用|七-64|156,263|173,072
五、净利润（净亏损以“－”号填列）||1,617,890|1,321,960
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,617,890|1,321,960
2.终止经营净利润（净亏损以“－”号填列）||-|-
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,580,041|1,311,612
2.少数股东损益（净亏损以“-”号填列）||37,849|10,348
六、其他综合收益的税后净额||77,388|-148,252
归属母公司所有者的其他综合收益的||77,388|-148,252
page|96
税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额||-|-
2.权益法下不能转损益的其他综合收益||-|-
3.其他权益工具投资公允价值变动||-|-
（二）将重分类进损益的其他综合收益||77,388|-148,252
1.权益法下可转损益的其他综合收益||-9,169|16,944
2.其他债权投资公允价值变动||100,264|-165,694
3.金融资产重分类计入其他综合收益的金额||-|-
4.其他债权投资信用损失准备||-13,707|498
归属于少数股东的其他综合收益的税后净额||-|-
七、综合收益总额||1,695,278|1,173,708
归属于母公司所有者的综合收益总额||1,657,429|1,163,360
归属于少数股东的综合收益总额||37,849|10,348
八、每股收益：|||
（一）基本每股收益(元/股)|七-65|0.81|0.71
（二）稀释每股收益(元/股)|七-65|0.69|0.61
