page|64
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|72,655,875.02|71,621,582.27
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|10,330,094.42|21,984,148.50
应收账款|803,129,117.16|999,175,898.95
应收款项融资|5,069,457.62|10,199,776.66
预付款项|39,293,482.50|30,106,865.36
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|54,926,766.23|56,313,756.23
其中：应收利息||
应收股利||
买入返售金融资产||
存货|541,491,741.90|2,128,952,454.03
合同资产|1,156,503,607.83|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|280,965,571.44|281,684,862.20
流动资产合计|2,964,365,714.12|3,600,039,344.20
非流动资产：||
发放贷款和垫款||
债权投资||
page|65
其他债权投资||
长期应收款|2,443,776.28|2,682,152.92
长期股权投资|171,777,538.57|
其他权益工具投资|2,500,000.00|2,500,000.00
其他非流动金融资产||
投资性房地产||
固定资产|1,677,742,746.82|2,146,542,603.90
在建工程|542,620,831.86|169,000,321.13
生产性生物资产||
油气资产||
使用权资产||
无形资产|173,238,905.00|178,490,418.22
开发支出||
商誉||
长期待摊费用|2,062,054.38|924,421.17
递延所得税资产||
其他非流动资产|191,152,692.58|535,327,569.03
非流动资产合计|2,763,538,545.49|3,035,467,486.37
资产总计|5,727,904,259.61|6,635,506,830.57
流动负债：||
短期借款|1,352,305,426.53|1,417,661,590.18
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|185,340,385.46|264,569,114.42
预收款项||53,872,374.40
合同负债|47,596,586.46|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|145,645,972.82|108,045,430.38
page|66
应交税费|387,952,281.62|361,383,842.62
其他应付款|875,794,768.76|304,237,275.42
其中：应付利息|161,955,285.18|77,087,965.46
应付股利||14,264,892.02
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,330,504,964.91|1,260,414,189.69
其他流动负债|14,225,938.14|21,848,434.28
流动负债合计|4,339,366,324.70|3,792,032,251.39
非流动负债：||
保险合同准备金||
长期借款|179,798,444.44|
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|76,561,264.56|215,064,819.02
长期应付职工薪酬||
预计负债|30,702,597.00|
递延收益|128,414,957.24|135,782,047.88
递延所得税负债||
其他非流动负债||
非流动负债合计|415,477,263.24|350,846,866.90
负债合计|4,754,843,587.94|4,142,879,118.29
所有者权益：||
股本|253,556,828.00|253,556,828.00
其他权益工具||
其中：优先股||
永续债||
资本公积|740,477,303.30|740,477,303.30
减：库存股||
其他综合收益|-22,084.12|-503,848.64
专项储备|8,101,012.48|7,441,139.94
page|67
盈余公积|211,879,937.60|211,879,937.60
一般风险准备||
未分配利润|-394,213,492.05|1,102,115,724.03
归属于母公司所有者权益合计|819,779,505.21|2,314,967,084.23
少数股东权益|153,281,166.46|177,660,628.05
所有者权益合计|973,060,671.67|2,492,627,712.28
负债和所有者权益总计|5,727,904,259.61|6,635,506,830.57
