page|118
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||285,521,810.98|268,469,230.93
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||898,101.84|8,876.22
收到其他与经营活动有关的现金||47,287,903.13|41,789,503.99
经营活动现金流入小计||333,707,815.95|310,267,611.14
购买商品、接受劳务支付的现金||233,159,908.98|153,551,863.26
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
page|119
支付给职工及为职工支付的现金||37,393,804.19|33,277,833.23
支付的各项税费||29,049,422.42|37,289,468.49
支付其他与经营活动有关的现金||108,317,682.06|76,914,887.83
经营活动现金流出小计||407,920,817.65|301,034,052.81
经营活动产生的现金流量净额||-74,213,001.70|9,233,558.33
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|||21,896,800.00
处置子公司及其他营业单位收到的现金净额|||2,421,762.45
收到其他与投资活动有关的现金|||21,700,000.00
投资活动现金流入小计|||46,018,562.45
购建固定资产、无形资产和其他长期资产支付的现金||19,651,837.98|16,078,103.64
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||21,700,000.00
投资活动现金流出小计||19,651,837.98|37,778,103.64
投资活动产生的现金流量净额||-19,651,837.98|8,240,458.81
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||223,538,685.64|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||129,300,000.00|85,513,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||352,838,685.64|85,513,000.00
偿还债务支付的现金||89,800,000.00|104,170,000.00
分配股利、利润或偿付利息支付的现金||6,574,919.71|5,589,264.71
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||26,991,785.21|80,000.00
筹资活动现金流出小计||123,366,704.92|109,839,264.71
筹资活动产生的现金流量净额||229,471,980.72|-24,326,264.71
四、汇率变动对现金及现金等价物的影响|||
page|120
五、现金及现金等价物净增加额||135,607,141.04|-6,852,247.57
加：期初现金及现金等价物余额||81,475,243.43|88,327,491.00
六、期末现金及现金等价物余额||217,082,384.47|81,475,243.43
