page|114
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|228,364,499.70|232,065,430.09
结算备付金||
拆出资金||
交易性金融资产|19,463,751.33|
以公允价值计量且其变动计入当期损益的金融资产||42,943,700.66
衍生金融资产||
应收票据||9,408,790.06
应收账款|76,070,279.45|55,671,993.21
应收款项融资|120,650,166.72|
预付款项|147,978,467.79|39,495,892.04
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|7,978,867.84|10,922,215.23
page|115
其中：应收利息||
应收股利||
买入返售金融资产||
存货|163,552,771.57|165,983,969.87
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|151,986,767.56|164,237,057.24
流动资产合计|916,045,571.96|720,729,048.40
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||10,500,000.00
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|40,592,315.49|65,819,117.56
其他权益工具投资|28,500,000.00|
其他非流动金融资产||
投资性房地产|1,972,338.05|2,101,672.73
固定资产|363,181,414.11|373,639,497.73
在建工程|31,625,120.48|16,757,660.94
生产性生物资产||
油气资产||
使用权资产||
无形资产|58,169,633.04|26,604,425.28
开发支出||
商誉||
长期待摊费用|6,637,168.14|
递延所得税资产|15,749,921.19|16,072,445.11
其他非流动资产|40,795,846.10|7,520,779.11
非流动资产合计|587,223,756.60|519,015,598.46
资产总计|1,503,269,328.56|1,239,744,646.86
流动负债：||
page|116
短期借款|149,961,000.00|44,823,239.79
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||1,546,468.79
应付票据|15,000,000.00|
应付账款|79,781,013.87|89,400,384.56
预收款项|37,563,477.73|15,143,862.62
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|24,231,199.34|6,580,030.04
应交税费|3,993,540.12|8,499,353.54
其他应付款|82,823,301.10|63,650,821.64
其中：应付利息|443,653.00|1,025,461.96
应付股利|19,600,000.00|2,450,000.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|393,353,532.16|229,644,160.98
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|44,365,300.00|44,365,300.00
page|117
长期应付职工薪酬|21,845,810.11|17,239,637.67
预计负债||
递延收益|1,341,498.50|1,353,754.40
递延所得税负债|8,713,397.66|
其他非流动负债||
非流动负债合计|76,266,006.27|62,958,692.07
负债合计|469,619,538.43|292,602,853.05
所有者权益：||
股本|519,875,356.00|519,875,356.00
其他权益工具||
其中：优先股||
永续债||
资本公积|6,971,640.68|6,971,640.68
减：库存股||
其他综合收益|7,006,818.81|-1,123,518.26
专项储备|2,992,875.34|1,982,822.10
盈余公积|215,812,810.37|205,697,798.28
一般风险准备||
未分配利润|189,353,413.90|125,167,812.03
归属于母公司所有者权益合计|942,012,915.10|858,571,910.83
少数股东权益|91,636,875.03|88,569,882.98
所有者权益合计|1,033,649,790.13|947,141,793.81
负债和所有者权益总计|1,503,269,328.56|1,239,744,646.86
