page|128
项目|2020 年度|2019 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|3,525,625,734.57|2,965,836,792.51
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
page|129
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|3,741,649.12|3,630,753.92
收到其他与经营活动有关的现金|68,097,521.80|72,525,235.23
经营活动现金流入小计|3,597,464,905.49|3,041,992,781.66
购买商品、接受劳务支付的现金|1,671,936,488.34|1,342,376,805.18
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|507,609,444.28|444,879,929.35
支付的各项税费|295,462,778.86|281,123,628.25
支付其他与经营活动有关的现金|244,801,816.64|258,777,543.80
经营活动现金流出小计|2,719,810,528.12|2,327,157,906.58
经营活动产生的现金流量净额|877,654,377.37|714,834,875.08
二、投资活动产生的现金流量：||
收回投资收到的现金|40,851,942.07|48,748,666.35
取得投资收益收到的现金|11,543,041.13|4,480,955.49
处置固定资产、无形资产和其他长期资产收回的现金净额|29,810,622.56|42,298,077.39
处置子公司及其他营业单位收到的现金净额|500,000.00|
收到其他与投资活动有关的现金|20,606,525.12|44,465,463.34
page|130
投资活动现金流入小计|103,312,130.88|139,993,162.57
购建固定资产、无形资产和其他长期资产支付的现金|269,098,838.25|306,540,646.11
投资支付的现金|1,240,624.95|1,530,000.00
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|2,277,207.38|18,323,341.52
支付其他与投资活动有关的现金|30,573,822.51|35,050,000.00
投资活动现金流出小计|303,190,493.09|361,443,987.63
投资活动产生的现金流量净额|-199,878,362.21|-221,450,825.06
三、筹资活动产生的现金流量：||
吸收投资收到的现金|24,500,000.00|14,700,000.00
其中：子公司吸收少数股东投资收到的现金|24,500,000.00|14,700,000.00
取得借款收到的现金|194,000,000.00|211,253,082.09
收到其他与筹资活动有关的现金|87,897,704.92|496,246,665.53
筹资活动现金流入小计|306,397,704.92|722,199,747.62
偿还债务支付的现金|527,803,082.09|702,030,000.00
分配股利、利润或偿付利息支付的现金|252,745,446.07|287,709,866.64
其中：子公司支付给少数股东的股利、利润|23,326,800.56|70,295,321.78
支付其他与筹资活动有关的现金|166,502,039.04|490,667,954.39
筹资活动现金流出小计|947,050,567.20|1,480,407,821.03
筹资活动产生的现金流量净额|-640,652,862.28|-758,208,073.41
四、汇率变动对现金及现金等价物的影响|53,613.33|27.37
五、现金及现金等价物净增加额|37,176,766.21|-264,823,996.02
加：期初现金及现金等价物余额|832,771,721.28|1,097,595,717.30
六、期末现金及现金等价物余额|869,948,487.49|832,771,721.28
