page|87
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|附注七、1|228,971,842.95|145,825,819.79
结算备付金|||
拆出资金|||
交易性金融资产|附注七、2|1,176,651,533.48|-
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|附注七、4|83,773.73|
应收账款|附注七、5|54,828,001.72|30,480,954.71
应收款项融资|||
预付款项|附注七、7|9,090,064.76|6,706,494.27
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七、8|34,946,950.66|40,273,791.35
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七、9|62,662,580.73|49,923,139.09
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七、12|69,899,374.04|1,120,833,447.66
流动资产合计||1,637,134,122.07|1,394,043,646.87
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|附注七、16|232,581,755.86|242,957,909.58
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|附注七、19|17,348,469.31|98,941,543.61
固定资产|附注七、20|345,818,517.16|307,487,310.23
在建工程|附注七、21|27,527,854.55|20,327,454.90
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|附注七、25|24,744,779.14|28,341,693.22
page|88
开发支出|||
商誉|||
长期待摊费用|附注七、28|93,812,041.75|98,635,131.92
递延所得税资产|附注七、29|8,774,378.25|7,939,982.81
其他非流动资产|附注七、30|5,008,048.59|5,500,146.00
非流动资产合计||755,615,844.61|810,131,172.27
资产总计||2,392,749,966.68|2,204,174,819.14
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||-|1,641.98
应付账款|附注七、35|89,780,568.13|77,788,393.43
预收款项|附注七、36|645,399,836.52|551,125,303.49
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|附注七、37|68,280,933.66|63,005,297.03
应交税费|附注七、38|12,711,017.61|23,444,851.27
其他应付款|附注七、39|69,232,133.43|76,846,334.23
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||885,404,489.35|792,211,821.43
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|附注七、49|11,026,707.10|12,912,550.62
递延所得税负债|附注七、29|3,861,362.83|-
其他非流动负债|||
非流动负债合计||14,888,069.93|12,912,550.62
负债合计||900,292,559.28|805,124,372.05
page|89
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七、51|240,000,000.00|240,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|附注七、53|514,882,508.86|514,882,508.86
减：库存股|||
其他综合收益|附注七、55|2,819,112.40|-1,130,931.71
专项储备|||
盈余公积|附注七、57|148,636,837.27|130,303,336.94
一般风险准备|||
未分配利润|附注七、58|585,497,087.20|514,462,450.69
归属于母公司所有者权益（或股东权益）合计||1,491,835,545.73|1,398,517,364.78
少数股东权益||621,861.67|533,082.31
所有者权益（或股东权益）合计||1,492,457,407.40|1,399,050,447.09
负债和所有者权益（或股东权益）总计||2,392,749,966.68|2,204,174,819.14
