page|91
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|557,224,206.33|769,575,663.10
交易性金融资产|七、2|182,219,568.00|165,894,848.00
衍生金融资产|||
应收票据|||
应收账款|七、5|16,368,238.53|17,790,037.94
应收款项融资|||
预付款项|七、7|4,836,068.59|4,008,568.34
其他应收款|七、8|23,862,579.38|14,251,456.74
其中：应收利息|七、8|22,212,947.96|10,052,437.00
应收股利|||
存货|七、9|381,238.94|894,800.00
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|1,974,688,487.90|1,447,467,097.00
流动资产合计||2,759,580,387.67|2,419,882,471.12
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|七、18|130,756,164.38|53,233,925.99
其他非流动金融资产|||
投资性房地产|七、20|8,277,513.08|8,937,554.48
固定资产|七、21|10,113,552.57|9,939,102.55
在建工程|七、22||1,251,425.14
生产性生物资产|||
油气资产|||
使用权资产|七、25|3,816,743.31|
无形资产|七、26||
开发支出|||
商誉|||
长期待摊费用|七、29|1,209,494.28|91,743.12
递延所得税资产|七、30|239,431.11|206,423.47
其他非流动资产|七、31|360,000,000.00|535,000,000.00
非流动资产合计||514,412,898.73|608,660,174.75
资产总计||3,273,993,286.40|3,028,542,645.87
page|92
流动负债：|||
短期借款|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|2,121,073.41|1,031,302.21
预收款项|七、37|268,111.50|258,196.60
合同负债|七、38|124,819,047.44|105,114,069.16
应付职工薪酬|七、39|15,375,740.86|13,990,808.67
应交税费|七、40|18,712,994.54|18,717,274.27
其他应付款|七、41|237,400.00|491,310.24
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债|七、43|1,205,554.32|
其他流动负债|||
流动负债合计||162,739,922.07|139,602,961.15
非流动负债：|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|3,014,924.28|
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|1,302,682.61|1,265,044.75
递延收益|||
递延所得税负债|七、30|1,550,279.91|1,889,380.65
其他非流动负债|||
非流动负债合计||5,867,886.80|3,154,425.40
负债合计||168,607,808.87|142,757,386.55
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|66,670,000.00|66,670,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,769,429,579.28|1,769,429,579.28
减：库存股|||
其他综合收益|七、57|352,433.20|3,192,932.98
专项储备|||
盈余公积|七、59|33,335,000.00|33,335,000.00
未分配利润|七、60|1,235,598,465.05|1,013,157,747.06
归 属于母 公司所 有者权益（或股东权益）合计||3,105,385,477.53|2,885,785,259.32
少数股东权益|||
所有者权益（或股东权益）合计||3,105,385,477.53|2,885,785,259.32
page|93
负债和所有者权益（或股东权益）总计||3,273,993,286.40|3,028,542,645.87
