page|104
项目|附注|2020 年度|2019 年度
一、营业总收入||1,402,028,951.80|1,012,520,355.36
其中：营业收入|七、61|1,402,028,951.80|1,012,520,355.36
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,082,247,248.52|795,263,120.87
其中：营业成本|七、61|694,109,632.45|469,512,344.63
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|13,029,964.13|8,208,431.76
销售费用|七、63|167,604,991.47|141,525,613.61
管理费用|七、64|71,150,839.92|81,258,465.42
研发费用|七、65|150,719,187.87|121,361,166.49
财务费用|七、66|-14,367,367.32|-26,602,901.04
其中：利息费用||83,356.62|337,122.96
利息收入||23,237,630.52|20,970,361.72
加：其他收益|七、67|16,301,747.24|17,884,845.96
投资收益（损失以“－”号填列）|七、68|89,962,226.08|-17,356,545.66
其中：对联营企业和合营企业的投资收益||26,828,389.72|-30,646,903.45
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填|||
page|105
列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|3,831,009.88|-699,424.42
信用减值损失（损失以“-”号填列）|七、71|-1,396,823.34|-1,556,379.33
资产减值损失（损失以“-”号填列）|七、72|-1,360,102.12|-962,605.63
资产处置收益（损失以“－”号填列）|七、73|428,464.86|1,181,015.56
三、营业利润（亏损以“－”号填列）||427,548,225.88|215,748,140.97
加：营业外收入|七、74|3,668,234.43|959,941.25
减：营业外支出|七、75|6,980,815.47|5,621,740.58
四、利润总额（亏损总额以“－”号填列）||424,235,644.84|211,086,341.64
减：所得税费用|七、76|40,112,222.43|27,729,737.08
五、净利润（净亏损以“－”号填列）||384,123,422.41|183,356,604.56
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||384,123,422.41|183,356,604.56
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||380,954,147.30|182,061,609.90
2.少数股东损益（净亏损以“-”号填列）||3,169,275.11|1,294,994.66
六、其他综合收益的税后净额|七、77|-7,157,779.50|918,329.14
（一）归属母公司所有者的其他综合收益的税后净额||-7,157,779.50|918,329.14
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-7,157,779.50|918,329.14
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|106
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-7,157,779.50|918,329.14
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||376,965,642.91|184,274,933.70
（一）归属于母公司所有者的综合收益总额||373,796,367.80|182,979,939.04
（二）归属于少数股东的综合收益总额||3,169,275.11|1,294,994.66
八、每股收益：|||
（一）基本每股收益(元/股)||1.20|0.73
（二）稀释每股收益(元/股)||1.17|0.73
