page|98
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|555,172,360.92|391,547,697.11
结算备付金||
拆出资金||
交易性金融资产|91,444.87|
衍生金融资产||
应收票据||16,284,128.50
应收账款|411,867,125.27|544,559,317.14
page|99
应收款项融资|54,500,694.93|30,754,007.16
预付款项|241,062,241.66|162,633,072.39
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|80,425,406.19|96,743,634.56
其中：应收利息||
应收股利||
买入返售金融资产||
存货|1,221,068,592.04|931,627,041.50
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|60,577,558.10|68,503,773.07
流动资产合计|2,624,765,423.98|2,242,652,671.43
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|284,209,698.70|353,595,342.19
长期股权投资|461,488,443.33|753,813,714.03
其他权益工具投资||
其他非流动金融资产|580,646,253.90|336,325,253.90
投资性房地产|473,910,370.62|470,206,173.93
固定资产|966,141,768.50|986,247,067.35
在建工程|719,161,655.66|699,816,372.45
生产性生物资产||
油气资产||
使用权资产|35,577,026.90|
无形资产|261,179,618.29|274,412,742.06
开发支出||
商誉|32,285,220.01|51,501,409.45
长期待摊费用|7,023,404.33|9,380,189.21
递延所得税资产|89,213,318.21|96,141,614.84
page|100
其他非流动资产|75,972,599.59|80,025,197.69
非流动资产合计|3,986,809,378.04|4,111,465,077.10
资产总计|6,611,574,802.02|6,354,117,748.53
流动负债：||
短期借款|1,878,499,142.67|1,845,446,038.34
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|322,698,541.86|227,564,150.43
应付账款|181,874,467.18|164,091,120.51
预收款项|3,364,654.38|2,117,182.75
合同负债|145,370,464.84|67,542,025.79
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|37,632,348.86|35,729,916.19
应交税费|8,108,605.20|8,812,791.50
其他应付款|38,610,441.28|41,398,582.08
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|9,918,993.87|52,475,143.56
其他流动负债|17,747,780.87|4,317,409.49
流动负债合计|2,643,825,441.01|2,449,494,360.64
非流动负债：||
保险合同准备金|232,791.08|1,584,888.87
长期借款|97,551,773.81|
应付债券||
其中：优先股||
永续债||
page|101
租赁负债|21,784,370.31|
长期应付款||36,270,549.91
长期应付职工薪酬||
预计负债||
递延收益|20,084,124.70|26,954,400.85
递延所得税负债|5,348,819.18|5,413,788.27
其他非流动负债||50,000,000.00
非流动负债合计|145,001,879.08|120,223,627.90
负债合计|2,788,827,320.09|2,569,717,988.54
所有者权益：||
股本|1,001,914,821.00|1,001,914,821.00
其他权益工具||
其中：优先股||
永续债||
资本公积|3,044,746,345.67|3,025,073,003.94
减：库存股|306,463,527.05|275,826,112.81
其他综合收益|-17,072,677.01|-982,793.34
专项储备||
盈余公积|101,631,156.33|98,564,735.32
一般风险准备||
未分配利润|-2,212,133.31|-66,697,439.94
归属于母公司所有者权益合计|3,822,543,985.63|3,782,046,214.17
少数股东权益|203,496.30|2,353,545.82
所有者权益合计|3,822,747,481.93|3,784,399,759.99
负债和所有者权益总计|6,611,574,802.02|6,354,117,748.53
