page|78
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、（1）|256,983,781.10|182,968,332.07
结算备付金|||
拆出资金|||
交易性金融资产|||
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、（4）||30,000.00
应收账款|七、（5）|159,421,880.63|105,435,841.70
应收款项融资|||
预付款项|七、（7）|1,410,905.31|1,590,708.28
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、（8）|9,592,593.16|6,666,855.41
其中：应收利息|七、（4）||
应收股利|||
买入返售金融资产|||
page|79
存货|七、（8）|148,186,835.86|157,461,059.63
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、（12）|3,982,202.74|112,664,098.06
流动资产合计||579,578,198.80|566,816,895.15
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、（19）|11,258,992.61|12,075,990.29
固定资产|七、（20）|150,405,129.69|154,405,101.29
在建工程|七、（21）|85,016,440.18|25,514,066.19
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、（25）|80,211,137.93|76,312,294.61
开发支出|||
商誉|七、（27）|96,280.23|96,280.23
长期待摊费用|||
递延所得税资产|七、（29）|4,809,506.46|3,941,169.00
其他非流动资产|七、（30）|1,171,255.50|4,954,955.04
非流动资产合计||332,968,742.60|277,299,856.65
资产总计||912,546,941.40|844,116,751.80
流动负债：|||
短期借款|七、（31）|109,316,677.44|130,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|七、（32）|2,556,362.34|
以公允价值计量且其变动计入当期损益的金融负债|七、（32）||1,209,852.37
衍生金融负债|||
应付票据|七、（34）|27,825,902.78|34,234,201.80
应付账款|七、（35）|133,055,492.12|101,656,750.85
预收款项|七、（36）|9,960,029.85|10,415,467.46
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、（37）|13,869,243.13|12,636,198.02
应交税费|七、（38）|10,143,814.19|6,722,029.79
其他应付款|七、（39）|13,814,270.31|22,094,780.21
其中：应付利息|||116,483.33
page|80
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||320,541,792.16|318,969,280.50
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、（49）|364,260.73|456,060.73
递延所得税负债|||
其他非流动负债|||
非流动负债合计||364,260.73|456,060.73
负债合计||320,906,052.89|319,425,341.23
所有者权益（或股东权益）：|||
实收资本（或股本）|七、（51）|142,504,600.00|101,834,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、（53）|184,061,544.85|217,959,120.08
减：库存股|七、（54）|13,189,554.00|19,697,160.00
其他综合收益|||
专项储备|||
盈余公积|七、（57）|33,684,973.50|25,651,439.34
一般风险准备|||
未分配利润|七、（58）|244,579,324.16|198,944,011.15
归属于母公司所有者权益（或股东权益）合计||591,640,888.51|524,691,410.57
少数股东权益|||
所有者权益（或股东权益）合计||591,640,888.51|524,691,410.57
负债和所有者权益（或股东权益）总计||912,546,941.40|844,116,751.80
