page|60
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||261,662,414.11|292,965,373.43
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||10,093,089.38|10,729,286.10
经营活动现金流入小计||271,755,503.49|303,694,659.53
购买商品、接受劳务支付的现金||143,559,159.49|122,771,096.88
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||31,766,083.45|28,604,926.18
支付的各项税费||1,702,911.93|2,796,485.86
支付其他与经营活动有关的现金||52,251,959.35|110,306,697.44
经营活动现金流出小计||229,280,114.22|264,479,206.36
经 营 活动 产生 的 现金 流量净额||42,475,389.27|39,215,453.17
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||17,030,000.00|12,740,000.00
处置固定资产、无形资产和其||83,090.69|37,930,557.45
page|61
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||17,113,090.69|50,670,557.45
购建固定资产、无形资产和其他长期资产支付的现金||14,386,534.52|1,939,031.67
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||14,386,534.52|1,939,031.67
投 资 活动 产生 的 现金 流量净额||2,726,556.17|48,731,525.78
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||53,811,992.28|45,011,996.14
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||53,811,992.28|45,011,996.14
筹 资 活动 产生 的 现金 流量净额||-53,811,992.28|-45,011,996.14
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-8,610,046.84|42,934,982.81
加：期初现金及现金等价物余额||397,539,431.73|354,604,448.92
六、期末现金及现金等价物余额||388,929,384.89|397,539,431.73
