page|103
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||884,651,385.15|1,199,574,025.52
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78|34,559,229.49|101,080,335.42
经营活动现金流入小计||919,210,614.64|1,300,654,360.94
购买商品、接受劳务支付的现金||110,464,672.12|195,603,583.86
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
page|104
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||65,772,924.00|68,368,926.64
支付的各项税费||82,511,717.01|130,777,106.69
支付其他与经营活动有关的现金|七、78|531,958,750.62|779,090,992.71
经营活动现金流出小计||790,708,063.75|1,173,840,609.90
经营活动产生的现金流量净额||128,502,550.89|126,813,751.04
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||18,720,577.86|24,724,771.63
处置固定资产、无形资产和其他长期资产收回的现金净额||5,752.21|72,800.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|1,695,242,500.00|847,000,000.00
投资活动现金流入小计||1,713,968,830.07|871,797,571.63
购建固定资产、无形资产和其他长期资产支付的现金||54,816,105.11|61,950,296.76
投资支付的现金||2,000,000.00|2,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||2,090,000,000.00|680,000,000.00
投资活动现金流出小计||2,146,816,105.11|743,950,296.76
投资活动产生的现金流量净额|七、78|-432,847,275.04|127,847,274.87
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||480,000,000.00|1,007,322,016.43
收到其他与筹资活动有关的现金|七、78|6,703,939.32|136,718.33
筹资活动现金流入小计||486,703,939.32|1,007,458,734.76
偿还债务支付的现金||599,565,180.32|75,000,000.00
分配股利、利润或偿付利息支付的现金||159,210,320.58|112,992,304.01
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|6,821,352.33|7,546,266.87
筹资活动现金流出小计||765,596,853.23|195,538,570.88
page|105
筹资活动产生的现金流量净额||-278,892,913.91|811,920,163.88
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-583,237,638.06|1,066,581,189.79
加：期初现金及现金等价物余额||1,554,609,395.10|488,028,205.31
六、期末现金及现金等价物余额||971,371,757.04|1,554,609,395.10
