page|70
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||316,674,267.72|484,223,535.86
客户存款和同业存放款项净增加额|||
page|71
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,883,833.56|10,250,725.82
收到其他与经营活动有关的现金||83,152,158.54|188,648,717.43
经营活动现金流入小计||411,710,259.82|683,122,979.11
购买商品、接受劳务支付的现金||176,436,300.40|294,975,277.10
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||88,292,486.88|102,161,078.74
支付的各项税费||83,185,553.66|59,916,498.90
支付其他与经营活动有关的现金||281,260,982.09|124,858,911.42
经营活动现金流出小计||629,175,323.03|581,911,766.16
经营活动产生的现金流量净额||-217,465,063.21|101,211,212.95
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,424,308,500.00|1,137,134,644.81
取得投资收益收到的现金||28,312,604.62|15,627,922.85
处置固定资产、无形资产和其他长期资产收回的现金净额||2,919,550.00|27,218,302.24
处置子公司及其他营业单位收到的现金净额|||307,603,217.36
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,455,540,654.62|1,487,584,087.26
购建固定资产、无形资产和其他长期资产支付的现金||128,848,060.59|222,983,314.91
投资支付的现金||1,323,000,000.00|1,476,078,398.73
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||1,937,431.41
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,451,848,060.59|1,700,999,145.05
投资活动产生的现金流量净额||3,692,594.03|-213,415,057.79
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
page|72
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||49,940,000.00|58,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||49,940,000.00|58,000,000.00
偿还债务支付的现金||17,000,000.00|216,100,000.00
分配股利、利润或偿付利息支付的现金||15,445,266.34|16,129,735.46
其中：子公司支付给少数股东的股利、利润||4,481,184.00|
支付其他与筹资活动有关的现金|||26,594,268.93
筹资活动现金流出小计||32,445,266.34|258,824,004.39
筹资活动产生的现金流量净额||17,494,733.66|-200,824,004.39
四、汇率变动对现金及现金等价物的影响||-48,858.43|14,085.45
五、现金及现金等价物净增加额||-196,326,593.95|-313,013,763.78
加：期初现金及现金等价物余额||778,235,540.04|1,091,249,303.82
六、期末现金及现金等价物余额||581,908,946.09|778,235,540.04
