page|97
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||648,478,497.20|568,111,370.61
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|98
代理买卖证券收到的现金净额|||
收到的税费返还|||33,229.50
收到其他与经营活动有关的现金||24,739,005.64|45,509,782.44
经营活动现金流入小计||673,217,502.84|613,654,382.55
购买商品、接受劳务支付的现金||115,919,862.90|162,178,547.39
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||175,871,779.00|126,274,678.98
支付的各项税费||67,765,367.86|46,668,225.24
支付其他与经营活动有关的现金||202,200,425.87|128,597,243.30
经营活动现金流出小计||561,757,435.63|463,718,694.91
经营活动产生的现金流量净额||111,460,067.21|149,935,687.64
二、投资活动产生的现金流量：|||
收回投资收到的现金||50,000,000.00|1,005,000,000.00
取得投资收益收到的现金||7,932,127.91|16,894,858.48
处置固定资产、无形资产和其他长期资产收回的现金净额||498,850.49|58,004,760.19
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||228,194,752.35|49,427,480.00
投资活动现金流入小计||286,625,730.75|1,129,327,098.67
购建固定资产、无形资产和其他长期资产支付的现金||554,947,806.37|312,394,985.47
投资支付的现金||160,000,000.00|670,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||284,316,240.47|
投资活动现金流出小计||999,264,046.84|982,394,985.47
投资活动产生的现金流量净额||-712,638,316.09|146,932,113.20
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||28,119,600.00|
page|99
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||389,904,389.83|593,321,961.07
收到其他与筹资活动有关的现金||8,190,377.80|
筹资活动现金流入小计||426,214,367.63|593,321,961.07
偿还债务支付的现金||186,757,000.00|377,300,000.00
分配股利、利润或偿付利息支付的现金||102,476,766.77|81,882,455.44
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||917,216.01|
筹资活动现金流出小计||290,150,982.78|459,182,455.44
筹资活动产生的现金流量净额||136,063,384.85|134,139,505.63
四、汇率变动对现金及现金等价物的影响||-503,198.54|-706,572.82
五、现金及现金等价物净增加额||-465,618,062.57|430,300,733.65
加：期初现金及现金等价物余额||700,228,706.87|269,927,973.22
六、期末现金及现金等价物余额||234,610,644.30|700,228,706.87
