page|73
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||790,739,523.13|818,623,260.99
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、78（1）|53,609,948.53|34,587,100.81
经营活动现金流入小计||844,349,471.66|853,210,361.80
购买商品、接受劳务支付的现金||927,488,073.92|777,960,224.99
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||94,669,908.46|103,565,805.99
支付的各项税费||39,101,969.22|19,730,502.98
支付其他与经营活动有关的现金|七、78（2）|103,275,416.89|75,359,224.64
经营活动现金流出小计||1,164,535,368.49|976,615,758.60
经营活动产生的现金流量净额||-320,185,896.83|-123,405,396.80
二、投资活动产生的现金流量：|||
收回投资收到的现金||280,000,000.00|521,000,000.00
取得投资收益收到的现金||3,283,401.30|3,753,708.15
处置固定资产、无形资产和其他长期资产收回的现金净额||570,850.00|100,468.00
处置子公司及其他营业单位收到的现金净额|||770,000.00
收到其他与投资活动有关的现金|七、78（3）||
投资活动现金流入小计||283,854,251.30|525,624,176.15
购建固定资产、无形资产和其他长期资产支付的现金||3,073,679.10|4,775,562.24
page|74
投资支付的现金||280,000,000.00|349,600,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||5,700,000.00|5,225,000.00
支付其他与投资活动有关的现金|七、78（4）|11,000,000.00|28,000,000.00
投资活动现金流出小计||299,773,679.10|387,600,562.24
投资活动产生的现金流量净额||-15,919,427.80|138,023,613.91
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||8,111,653.75|15,869,946.75
其中：子公司吸收少数股东投资收到的现金||8,111,653.75|15,869,946.75
取得借款收到的现金||644,600,000.00|900,336,764.30
收到其他与筹资活动有关的现金|七、78（5）||30,000,000.00
筹资活动现金流入小计||652,711,653.75|946,206,711.05
偿还债务支付的现金||389,760,000.00|664,000,000.00
分配股利、利润或偿付利息支付的现金||22,685,963.59|30,581,510.46
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）||30,000,000.00
筹资活动现金流出小计||412,445,963.59|724,581,510.46
筹资活动产生的现金流量净额||240,265,690.16|221,625,200.59
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-95,839,634.47|236,243,417.70
加：期初现金及现金等价物余额||338,379,958.04|102,136,540.34
六、期末现金及现金等价物余额||242,540,323.57|338,379,958.04
