page|113
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||9,026,621,848.61|6,102,270,528.56
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的|||
page|114
现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||53,406,085.95|73,661,588.36
收到其他与经营活动有关的现金|七、78|444,623,246.75|323,534,683.86
经营活动现金流入小计||9,524,651,181.31|6,499,466,800.78
购买商品、接受劳务支付的现金||3,284,404,435.32|2,499,066,504.91
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,968,016,275.94|1,493,735,522.19
支付的各项税费||543,661,111.39|367,358,721.57
支付其他与经营活动有关的现金|七、78|274,136,961.09|307,246,224.74
经营活动现金流出小计||6,070,218,783.74|4,667,406,973.41
经营活动产生的现金流量净额|七、79|3,454,432,397.57|1,832,059,827.37
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||22,429,252.58|9,652,273.29
处置固定资产、无形资产和其他长期资产收回的现金净额||4,219,505.69|2,049,137.56
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|2,523,280,829.12|1,391,716,764.32
投资活动现金流入小计||2,549,929,587.39|1,403,418,175.17
购建固定资产、无形资产和其他长期资产支付的现金||1,265,782,705.24|572,640,609.62
投资支付的现金||1,282,059,000.00|146,600,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||214,824,595.51
支付其他与投资活动有关的|七、78|1,904,357,654.95|1,736,073,079.67
page|115
现金|||
投资活动现金流出小计||4,452,199,360.19|2,670,138,284.80
投资活动产生的现金流量净额||-1,902,269,772.80|-1,266,720,109.63
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,989,999,968.00|4,253,671,027.20
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||142,376,338.01|33,625,960.42
收到其他与筹资活动有关的现金|七、78|350,000,000.00|269,360,156.75
筹资活动现金流入小计||5,482,376,306.01|4,556,657,144.37
偿还债务支付的现金||658,217,850.60|
分配股利、利润或偿付利息支付的现金||122,322,479.49|78,870,599.62
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|1,813,299,234.71|24,905,302.12
筹资活动现金流出小计||2,593,839,564.80|103,775,901.74
筹资活动产生的现金流量净额||2,888,536,741.21|4,452,881,242.63
四、汇率变动对现金及现金等价物的影响||-40,450,628.66|-65,785,241.64
五、现金及现金等价物净增加额|七、79|4,400,248,737.32|4,952,435,718.73
加：期初现金及现金等价物余额|七、79|6,843,684,144.42|1,891,248,425.69
六、期末现金及现金等价物余额|七、79|11,243,932,881.74|6,843,684,144.42
