page|75
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现||5,462,695,471.02|5,273,278,358.92
page|76
金|||
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||9,373,617.06|11,726,599.72
收到其他与经营活动有关的现金|七、78（1）|26,666,190.12|18,395,674.53
经营活动现金流入小计||5,498,735,278.20|5,303,400,633.17
购买商品、接受劳务支付的现金||4,688,998,300.03|4,484,258,938.88
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||158,480,916.21|129,951,099.24
支付的各项税费||144,969,756.37|126,715,771.87
支付其他与经营活动有关的现金|七、78（2）|34,109,065.23|30,665,998.42
经营活动现金流出小计||5,026,558,037.84|4,771,591,808.41
经营活动产生的现金流量净额||472,177,240.36|531,808,824.76
二、投资活动产生的现金流量：|||
收回投资收到的现金||19,457,342.79|4,000,000.00
取得投资收益收到的现金||791,895.43|4,279,717.43
处置固定资产、无形资产和其他长期资产收回的现金净额||15,100,503.61|778,465.92
处置子公司及其他营业单位收到的现金净额||-|-
收到其他与投资活动有关的现金|七、78（3）|4,586,283.55|67,918,031.94
投资活动现金流入小计||39,936,025.38|76,976,215.29
page|77
购建固定资产、无形资产和其他长期资产支付的现金||370,633,272.91|336,757,040.47
投资支付的现金||932,666,400.85|31,552,697.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78（4）|32,000,000.00|61,000,000.00
投资活动现金流出小计||1,335,299,673.76|429,309,737.47
投资活动产生的现金流量净额||-1,295,363,648.38|-352,333,522.18
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||3,750,000.00|19,751,000.00
其中：子公司吸收少数股东投资收到的现金||3,750,000.00|19,751,000.00
取得借款收到的现金||1,356,043,428.47|99,234,485.00
收到其他与筹资活动有关的现金||-|-
筹资活动现金流入小计||1,359,793,428.47|118,985,485.00
偿还债务支付的现金||94,719,494.80|77,007,256.49
分配股利、利润或偿付利息支付的现金||87,099,720.10|92,142,559.74
其中：子公司支付给少数股东的股利、利润||424,020.79|-
支付其他与筹资活动有关的现金|七、78（6）|18,490,127.13|-
筹资活动现金流出小计||200,309,342.03|169,149,816.23
筹资活动产生的现金流量净额||1,159,484,086.44|-50,164,331.23
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||336,297,678.42|129,310,971.35
加：期初现金及现金等价物余额||524,956,822.31|395,645,850.96
六、期末现金及现金等价物余额||861,254,500.73|524,956,822.31
