page|127
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||523,046,485.08|547,127,731.95
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||879,453.65|2,816,047.45
收到其他与经营活动有关的现金||162,312,936.05|61,423,994.29
经营活动现金流入小计||686,238,874.78|611,367,773.69
购买商品、接受劳务支付的现金||360,689,218.69|314,326,703.38
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||72,727,933.99|63,862,602.22
支付的各项税费||28,976,838.78|29,485,250.34
支付其他与经营活动有关的现金||29,665,015.73|16,728,728.48
经营活动现金流出小计||492,059,007.19|424,403,284.42
page|128
经营活动产生的现金流量净额||194,179,867.59|186,964,489.27
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||16,165.93|
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||16,165.93|
购建固定资产、无形资产和其他长期资产支付的现金||305,013,309.17|256,393,138.81
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||305,013,309.17|256,393,138.81
投资活动产生的现金流量净额||-304,997,143.24|-256,393,138.81
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||82,446,582.72|40,828,196.79
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||82,446,582.72|40,828,196.79
偿还债务支付的现金||14,382,057.62|45,000,000.00
分配股利、利润或偿付利息支付的现金||29,254,874.22|21,838,080.17
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||191,893.92|
筹资活动现金流出小计||43,828,825.76|66,838,080.17
筹资活动产生的现金流量净额||38,617,756.96|-26,009,883.38
四、汇率变动对现金及现金等价物的影响||3,015,922.72|-1,974,309.42
五、现金及现金等价物净增加额||-69,183,595.97|-97,412,842.34
加：期初现金及现金等价物余额||218,148,524.25|315,561,366.59
六、期末现金及现金等价物余额||148,964,928.28|218,148,524.25
