page|119
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||154,864,928.28|218,148,524.25
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||6,025,741.67|5,703,788.49
应收账款||154,321,737.17|101,645,607.64
应收款项融资||9,152,772.80|4,058,070.70
预付款项||2,285,250.54|1,443,950.75
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||2,602,429.42|3,644,161.29
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||87,368,651.97|60,393,736.81
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||2,028,532.73|76,395,543.42
流动资产合计||418,650,044.58|471,433,383.35
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||922,224,542.81|458,859,010.17
在建工程||135,583,126.63|438,952,095.69
生产性生物资产|||
page|120
油气资产|||
使用权资产||80,255.25|
无形资产||18,145,587.83|17,361,784.77
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产||3,634,006.66|3,617,503.04
其他非流动资产||25,169,461.08|34,842,545.83
非流动资产合计||1,104,836,980.26|953,632,939.50
资产总计||1,523,487,024.84|1,425,066,322.85
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款||91,349,969.92|122,507,229.46
预收款项|||
合同负债||2,015,910.68|1,320,255.07
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||5,979,227.95|5,091,676.32
应交税费||7,676,167.73|4,975,918.37
其他应付款||37,790,699.73|36,636,464.39
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||29,022,281.08|4,763,289.62
其他流动负债||429,914.17|135,055.15
流动负债合计||174,264,171.26|175,429,888.38
非流动负债：|||
保险合同准备金|||
长期借款||79,949,687.00|36,124,164.76
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||70,521,666.09|35,274,583.04
递延所得税负债|||
其他非流动负债|||
page|121
非流动负债合计||150,471,353.09|71,398,747.80
负债合计||324,735,524.35|246,828,636.18
所有者权益（或股东权益）：|||
实收资本（或股本）||266,800,000.00|266,800,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||482,125,016.66|482,125,016.66
减：库存股|||
其他综合收益||-197,479.35|-197,479.35
专项储备|||
盈余公积||54,252,405.78|46,945,399.92
一般风险准备|||
未分配利润||395,771,557.40|382,564,749.44
归属于母公司所有者权益（或股东权益）合计||1,198,751,500.49|1,178,237,686.67
少数股东权益|||
所有者权益（或股东权益）合计||1,198,751,500.49|1,178,237,686.67
负债和所有者权益（或股东权益）总计||1,523,487,024.84|1,425,066,322.85
