page|79
项目|附注|2019 年度|2018 年度
一、营业总收入||430,411,466.50|394,032,422.43
其中：营业收入|七、61|430,411,466.50|394,032,422.43
利息收入||-|-
已赚保费||-|-
手续费及佣金收入||-|-
二、营业总成本||309,132,278.50|254,651,733.04
其中：营业成本|七、61|223,106,743.97|176,668,204.66
利息支出||-|-
手续费及佣金支出||-|-
退保金||-|-
赔付支出净额||-|-
提取保险责任准备金净额||-|-
保单红利支出||-|-
分保费用||-|-
税金及附加|七、62|5,831,137.56|5,237,167.32
销售费用|七、63|26,180,396.43|24,297,221.67
管理费用|七、64|27,191,292.52|31,314,138.44
研发费用|七、65|26,675,444.83|18,099,240.41
财务费用|七、66|147,263.19|-964,239.46
其中：利息费用||609,381.87|37,913.86
利息收入||467,177.51|337,958.16
加：其他收益|七、67|11,523,026.92|5,902,280.08
投资收益（损失以“－”号填列）|七、68|1,430,958.11|1,779,594.02
其中：对联营企业和合营企业的投资收益||-|-
以摊余成本计量的金融资产终止确认收益||-|-
汇兑收益（损失以“－”号填列）||-|-
净敞口套期收益（损失以“-”||-|-
page|80
号填列）|||
公允价值变动收益（损失以“－”号填列）||-|-
信用减值损失（损失以“-”号填列）|七、71|-2,091,337.03|-
资产减值损失（损失以“-”号填列）|七、72|-2,273,511.40|-6,794,441.70
资产处置收益（损失以“－”号填列）|七、73|-|-114,164.62
三、营业利润（亏损以“－”号填列）||129,868,324.60|140,153,957.17
加：营业外收入|七、74|143,172.88|112,776.23
减：营业外支出|七、75|2,187,391.39|6,339,714.54
四、利润总额（亏损总额以“－”号填列）||127,824,106.09|133,927,018.86
减：所得税费用|七、76|17,547,673.49|19,437,927.75
五、净利润（净亏损以“－”号填列）||110,276,432.60|114,489,091.11
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||110,276,432.60|114,489,091.11
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||110,276,432.60|114,489,091.11
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可|||
page|81
供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||110,276,432.60|114,489,091.11
（一）归属于母公司所有者的综合收益总额||110,276,432.60|114,489,091.11
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.52|1.58
（二）稀释每股收益(元/股)||1.52|1.58
