page|83
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||411,873,940.79|422,565,833.23
客户存款和同业存放款项净增加额||-|-
向中央银行借款净增加额||-|-
向其他金融机构拆入资金净增加额||-|-
收到原保险合同保费取得的现金||-|-
收到再保业务现金净额||-|-
保户储金及投资款净增加额||-|-
收取利息、手续费及佣金的现金||-|-
拆入资金净增加额||-|-
回购业务资金净增加额||-|-
代理买卖证券收到的现金净额||-|-
收到的税费返还||681,917.60|858,024.70
收到其他与经营活动有关的现金|七、78|9,845,468.05|3,984,638.42
经营活动现金流入小计||422,401,326.44|427,408,496.35
购买商品、接受劳务支付的现金||176,714,688.90|196,457,639.50
客户贷款及垫款净增加额||-|-
存放中央银行和同业款项净增加额||-|-
支付原保险合同赔付款项的现金||-|-
拆出资金净增加额||-|-
支付利息、手续费及佣金的现金||-|-
支付保单红利的现金||-|-
支付给职工及为职工支付的现金||60,646,905.35|44,842,553.80
支付的各项税费||40,791,393.36|49,709,079.40
支付其他与经营活动有关的现金|七、78|45,003,449.47|34,249,977.70
经营活动现金流出小计||323,156,437.08|325,259,250.40
经 营 活动 产生 的 现金 流量净额||99,244,889.36|102,149,245.95
二、投资活动产生的现金流量：||-|-
收回投资收到的现金||385,020,000.00|349,400,000.00
取得投资收益收到的现金||1,430,958.11|1,779,594.02
处置固定资产、无形资产和其他长期资产收回的现金净额||53,210.00|626,010.00
page|84
处置子公司及其他营业单位收到的现金净额||-|-
收到其他与投资活动有关的现金||-|-
投资活动现金流入小计||386,504,168.11|351,805,604.02
购建固定资产、无形资产和其他长期资产支付的现金||76,933,256.80|74,216,427.21
投资支付的现金||416,920,000.00|299,400,000.00
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金||-|-
投资活动现金流出小计||493,853,256.80|373,616,427.21
投 资 活动 产生 的 现金 流量净额||-107,349,088.69|-21,810,823.19
三、筹资活动产生的现金流量：||-|-
吸收投资收到的现金||1,003,038,500.86|-
其中：子公司吸收少数股东投资收到的现金||-|-
取得借款收到的现金||19,950,000.00|50,000.00
收到其他与筹资活动有关的现金|七、78|-|3,503,377.59
筹资活动现金流入小计||1,022,988,500.86|3,553,377.59
偿还债务支付的现金||50,000.00|5,000,000.00
分配股利、利润或偿付利息支付的现金||72,933,105.84|28,728.16
其中：子公司支付给少数股东的股利、利润||-|-
支付其他与筹资活动有关的现金|七、78|10,026,611.61|2,400,000.00
筹资活动现金流出小计||83,009,717.45|7,428,728.16
筹 资 活动 产生 的 现金 流量净额||939,978,783.41|-3,875,350.57
四、汇率变动对现金及现金等价物的影响||1.00|3.42
五、现金及现金等价物净增加额||931,874,585.08|76,463,075.61
加：期初现金及现金等价物余额||105,935,303.28|29,472,227.67
六、期末现金及现金等价物余额||1,037,809,888.36|105,935,303.28
