page|82
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,128,728,960.05|1,317,765,413.16
客户存款和同业存放款项净增加额||-|-
向中央银行借款净增加额||-|-
向其他金融机构拆入资金净增加额||-|-
收到原保险合同保费取得的现金||-|-
收到再保业务现金净额||-|-
保户储金及投资款净增加额||-|-
收取利息、手续费及佣金的现金||-|-
拆入资金净增加额||-|-
回购业务资金净增加额||-|-
代理买卖证券收到的现金净额||-|-
收到的税费返还||29,268,720.18|19,690,971.57
收到其他与经营活动有关的现金|七、78|91,334,111.45|259,024,470.15
经营活动现金流入小计||1,249,331,791.68|1,596,480,854.88
购买商品、接受劳务支付的现金||719,373,336.70|960,333,946.06
客户贷款及垫款净增加额||-|-
存放中央银行和同业款项净增加额||-|-
支付原保险合同赔付款项的现金||-|-
拆出资金净增加额||-|-
支付利息、手续费及佣金的现金||-|-
支付保单红利的现金||-|-
支付给职工及为职工支付的现金||279,213,021.31|311,041,290.10
支付的各项税费||123,253,267.94|132,028,642.01
支付其他与经营活动有关的现金|七、78|195,241,660.97|228,867,896.34
经营活动现金流出小计||1,317,081,286.92|1,632,271,774.51
经营活动产生的现金流量净额||-67,749,495.24|-35,790,919.63
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,101,251,000.00|185,000,000.00
取得投资收益收到的现金||14,660,774.49|6,587,301.72
处置固定资产、无形资产和其他长期资产收回的现金净额||79,418.05|50,628.49
处置子公司及其他营业单位收到的现金净额||308,700,000.00|-
page|83
收到其他与投资活动有关的现金||-|-
投资活动现金流入小计||1,424,691,192.54|191,637,930.21
购建固定资产、无形资产和其他长期资产支付的现金||151,269,518.83|114,074,670.67
投资支付的现金||1,588,619,550.00|61,749,400.00
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||344,939,790.77|-
支付其他与投资活动有关的现金||-|-
投资活动现金流出小计||2,084,828,859.60|175,824,070.67
投资活动产生的现金流量净额||-660,137,667.06|15,813,859.54
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,219,538,400.00|-
其中：子公司吸收少数股东投资收到的现金||-|-
取得借款收到的现金||1,251,401,403.25|839,213,443.05
收到其他与筹资活动有关的现金||-|-
筹资活动现金流入小计||2,470,939,803.25|839,213,443.05
偿还债务支付的现金||976,015,045.15|639,739,450.55
分配股利、利润或偿付利息支付的现金||30,862,727.87|32,548,960.48
其中：子公司支付给少数股东的股利、利润||-|-
支付其他与筹资活动有关的现金|七、78|84,682,279.23|-
筹资活动现金流出小计||1,091,560,052.25|672,288,411.03
筹资活动产生的现金流量净额||1,379,379,751.00|166,925,032.02
四、汇率变动对现金及现金等价物的影响||1,029,962.98|395,802.57
五、现金及现金等价物净增加额||652,522,551.68|147,343,774.50
加：期初现金及现金等价物余额||297,177,657.15|149,833,882.65
六、期末现金及现金等价物余额||949,700,208.83|297,177,657.15
