page|54
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||478,135,488.91|178,183,943.40
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|55
代理买卖证券收到的现金净额|||
收到的税费返还||6,587,670.36|1,014,458.32
收到其他与经营活动有关的现金||42,708,817.08|35,105,305.31
经营活动现金流入小计||527,431,976.35|214,303,707.03
购买商品、接受劳务支付的现金||84,581,435.37|82,970,542.67
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||16,307,735.39|14,442,063.29
支付的各项税费||59,530,207.93|33,186,937.73
支付其他与经营活动有关的现金||71,285,401.13|50,487,785.02
经营活动现金流出小计||231,704,779.82|181,087,328.71
经营活动产生的现金流量净额||295,727,196.53|33,216,378.32
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||90,793,358.74|65,112,857.13
处置固定资产、无形资产和其他长期资产收回的现金净额||4,080,105.66|3,921,946.21
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||94,873,464.40|69,034,803.34
购建固定资产、无形资产和其他长期资产支付的现金||548,271.64|96,317.75
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||548,271.64|96,317.75
投资活动产生的现金流量净额||94,325,192.76|68,938,485.59
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投|||
page|56
资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||24,692,644.96|25,452,186.47
其中：子公司支付给少数股东的股利、利润||4,953,220.32|4,673,844.95
支付其他与筹资活动有关的现金||3,750,000.00|
筹资活动现金流出小计||28,442,644.96|25,452,186.47
筹资活动产生的现金流量净额||-28,442,644.96|-25,452,186.47
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||361,609,744.33|76,702,677.44
加：期初现金及现金等价物余额||554,226,127.56|477,523,450.12
六、期末现金及现金等价物余额||915,835,871.89|554,226,127.56
