page|78
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,460,769,245.58|1,184,456,341.60
page|79
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||36,017,947.60|10,741,613.83
收到其他与经营活动有关的现金||31,760,680.09|48,487,250.27
经营活动现金流入小计||1,528,547,873.27|1,243,685,205.70
购买商品、接受劳务支付的现金||918,153,401.60|668,732,535.39
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||216,489,954.53|180,495,496.48
支付的各项税费||107,972,088.96|89,617,531.50
支付其他与经营活动有关的现金||58,870,905.51|36,811,689.52
经营活动现金流出小计||1,301,486,350.60|975,657,252.89
经营活动产生的现金流量净额||227,061,522.67|268,027,952.81
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,836,637,000.00|750,630,000.00
取得投资收益收到的现金||4,561,529.29|5,746,323.20
处置固定资产、无形资产和其他长期资产收回的现金净额||469,298.00|1,742,840.19
处置子公司及其他营业单位收到的现金净额||3,460,000.00|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,845,127,827.29|758,119,163.39
page|80
购建固定资产、无形资产和其他长期资产支付的现金||191,957,481.98|137,859,706.41
投资支付的现金||1,916,487,000.00|743,530,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||36,728,306.28|
投资活动现金流出小计||2,145,172,788.26|881,389,706.41
投资活动产生的现金流量净额||-300,044,960.97|-123,270,543.02
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||40,514,824.00|6,762,624.00
其中：子公司吸收少数股东投资收到的现金||2,600,000.00|6,762,624.00
取得借款收到的现金||202,099,999.99|191,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||242,614,823.99|197,762,624.00
偿还债务支付的现金||112,000,000.00|181,000,000.00
分配股利、利润或偿付利息支付的现金||104,116,632.24|90,349,729.33
其中：子公司支付给少数股东的股利、利润||20,822,200.69|15,547,362.82
支付其他与筹资活动有关的现金||40,232.56|
筹资活动现金流出小计||216,156,864.80|271,349,729.33
筹资活动产生的现金流量净额||26,457,959.19|-73,587,105.33
四、汇率变动对现金及现金等价物的影响||-1,449,542.82|-2,314,402.84
五、现金及现金等价物净增加额||-47,975,021.93|68,855,901.62
加：期初现金及现金等价物余额||400,265,176.17|331,409,274.55
六、期末现金及现金等价物余额||352,290,154.24|400,265,176.17
