page|72
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,357,300,944.51|2,296,800,398.53
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||278,701,390.88|265,838,209.01
经营活动现金流入小计||2,636,002,335.39|2,562,638,607.54
购买商品、接受劳务支付的现金||1,177,299,189.28|1,077,264,741.06
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||432,322,346.41|393,443,048.40
支付的各项税费||248,664,980.11|327,858,964.50
支付其他与经营活动有关的现金||282,566,660.38|295,019,417.79
经营活动现金流出小计||2,140,853,176.18|2,093,586,171.75
经营活动产生的现金流量净额||495,149,159.21|469,052,435.79
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|||360,700.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||-|360,700.00
购建固定资产、无形资产和其他长期资产支付的现金||270,893,281.12|221,477,296.53
投资支付的现金|||44,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付|||
page|73
的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||270,893,281.12|265,477,296.53
投资活动产生的现金流量净额||-270,893,281.12|-265,116,596.53
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||-|-
偿还债务支付的现金||251,000,000.00|146,000,000.00
分配股利、利润或偿付利息支付的现金||110,233,520.22|67,035,458.75
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||369,000.00|126,722.97
筹资活动现金流出小计||361,602,520.22|213,162,181.72
筹资活动产生的现金流量净额||-361,602,520.22|-213,162,181.72
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-137,346,642.13|-9,226,342.46
加：期初现金及现金等价物余额||299,973,652.96|309,199,995.42
六、期末现金及现金等价物余额||162,627,010.83|299,973,652.96
