page|60
项目|附注|2021 年度|2020 年度
一、营业总收入|七.61|879,907,256.74|931,490,071.61
其中：营业收入|七.61|879,907,256.74|931,490,071.61
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||596,299,395.77|593,074,991.36
其中：营业成本|七.61|385,213,052.59|509,426,732.19
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七.62|62,820,727.62|-19,861,224.36
销售费用|七.63|18,811,092.61|16,830,281.35
管理费用|七.64|140,293,335.57|95,039,195.99
研发费用|七.65|45,626,111.74|48,607,402.20
财务费用|七.66|-56,464,924.36|-56,967,396.01
其中：利息费用||2,376,610.32|908,847.92
利息收入||58,695,388.74|57,815,116.72
加：其他收益|七.67|7,346,866.38|7,804,440.86
投资收益（损失以“－”号填列）|七.68|175,424,867.92|89,976,455.70
其中：对联营企业和合营企业的投资收益||36,144,575.25|-10,052,720.62
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七.70|27,575,357.60|10,583,746.05
信用减值损失（损失以“-”号填列）|七.71|-3,301,555.30|-15,021,741.76
资产减值损失（损失以“-”号填列）|七.72|-12,774,370.84|-8,920,976.94
资产处置收益（损失以“－”号填列）|七.73|17,060,741.17|
三、营业利润（亏损以“－”号填列）||494,939,767.90|422,837,004.16
加：营业外收入|七.74|2,165,877.22|4,700,826.90
page|61
减：营业外支出|七.75|95,587.52|11,000,106.05
四、利润总额（亏损总额以“－”号填列）||497,010,057.60|416,537,725.01
减：所得税费用|七.76|120,061,413.66|121,511,829.13
五、净利润（净亏损以“－”号填列）||376,948,643.94|295,025,895.88
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||376,948,643.94|295,025,895.88
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||376,516,114.05|315,283,424.09
2.少数股东损益（净亏损以“-”号填列）||432,529.89|-20,257,528.21
六、其他综合收益的税后净额|七.77|408,888,500.46|29,527,204.78
（一）归属母公司所有者的其他综合收益的税后净额||408,888,500.46|29,527,204.78
1．不能重分类进损益的其他综合收益||435,746,775.00|33,000,000.00
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||435,746,775.00|33,000,000.00
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-26,858,274.54|-3,472,795.22
（1）权益法下可转损益的其他综合收益||-24,267,687.27|-2,852,978.27
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-2,590,587.27|-619,816.95
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||785,837,144.40|324,553,100.66
（一）归属于母公司所有者的综合收益总额||785,404,614.51|344,810,628.87
（二）归属于少数股东的综合收益总额||432,529.89|-20,257,528.21
八、每股收益：|||
（一）基本每股收益(元/股)||0.4135|0.3462
（二）稀释每股收益(元/股)||0.4135|0.3462
