page|65
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|71,621,582.27|185,231,486.06
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|21,984,148.50|2,306,600.00
应收账款|999,175,898.95|1,221,628,017.51
应收款项融资|10,199,776.66|
预付款项|30,106,865.36|56,837,257.44
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|56,313,756.23|64,197,582.71
其中：应收利息||
应收股利|0.00|
买入返售金融资产||
存货|2,128,952,454.03|2,204,711,932.89
合同资产||
持有待售资产||
page|66
一年内到期的非流动资产||
其他流动资产|281,684,862.20|290,975,031.02
流动资产合计|3,600,039,344.20|4,025,887,907.63
非流动资产：||
发放贷款和垫款||
债权投资|0.00|
可供出售金融资产||2,500,000.00
其他债权投资||
持有至到期投资||
长期应收款|2,682,152.92|2,477,397.64
长期股权投资||
其他权益工具投资|2,500,000.00|
其他非流动金融资产||
投资性房地产||
固定资产|2,146,542,603.90|2,264,651,542.66
在建工程|169,000,321.13|170,630,043.19
生产性生物资产||
油气资产||
使用权资产||
无形资产|178,490,418.22|182,021,165.30
开发支出||
商誉||
长期待摊费用|924,421.17|
递延所得税资产||55,666,353.51
其他非流动资产|535,327,569.03|431,933,537.50
非流动资产合计|3,035,467,486.37|3,109,880,039.80
资产总计|6,635,506,830.57|7,135,767,947.43
流动负债：||
短期借款|1,417,661,590.18|1,308,947,291.46
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
page|67
衍生金融负债||
应付票据||60,277,642.34
应付账款|264,569,114.42|224,226,065.89
预收款项|53,872,374.40|119,757,758.01
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|108,045,430.38|16,243,567.33
应交税费|361,383,842.62|201,735,181.00
其他应付款|304,237,275.42|117,336,332.19
其中：应付利息|77,087,965.46|13,781,495.41
应付股利|14,264,892.02|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,260,414,189.69|1,135,005,173.41
其他流动负债|21,848,434.28|
流动负债合计|3,792,032,251.39|3,183,529,011.63
非流动负债：||
保险合同准备金||
长期借款||435,242,637.63
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|215,064,819.02|190,504,973.99
长期应付职工薪酬||
预计负债||
递延收益|135,782,047.88|62,540,758.22
递延所得税负债||45,271,483.95
其他非流动负债||
非流动负债合计|350,846,866.90|733,559,853.79
page|68
负债合计|4,142,879,118.29|3,917,088,865.42
所有者权益：||
股本|253,556,828.00|253,556,828.00
其他权益工具||
其中：优先股||
永续债||
资本公积|740,477,303.30|740,477,303.30
减：库存股||
其他综合收益|-503,848.64|
专项储备|7,441,139.94|5,297,384.65
盈余公积|211,879,937.60|211,879,937.60
一般风险准备||
未分配利润|1,102,115,724.03|1,782,285,279.68
归属于母公司所有者权益合计|2,314,967,084.23|2,993,496,733.23
少数股东权益|177,660,628.05|225,182,348.78
所有者权益合计|2,492,627,712.28|3,218,679,082.01
负债和所有者权益总计|6,635,506,830.57|7,135,767,947.43
