page|61
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,557,406,445.74|2,646,648,005.32
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||2,093,940.96|2,697,814.59
收到其他与经营活动有关的现金|七、76（1）|58,351,622.09|41,012,468.93
经营活动现金流入小计||2,617,852,008.79|2,690,358,288.84
购买商品、接受劳务支付的现金||1,289,318,063.63|1,391,295,580.75
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||300,508,152.51|271,051,597.44
支付的各项税费||178,113,534.70|136,344,829.33
支付其他与经营活动有关的现金|七、76（2）|30,578,141.49|35,439,035.69
经营活动现金流出小计||1,798,517,892.33|1,834,131,043.21
经营活动产生的现金流量净额||819,334,116.46|856,227,245.63
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||138,223.66|843,334.10
处置固定资产、无形资产和其他长期资产收回的现金净额||88,068,865.97|37,369,235.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
page|62
投资活动现金流入小计||88,207,089.63|38,212,569.10
购建固定资产、无形资产和其他长期资产支付的现金||188,098,849.94|260,863,038.68
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、76（4）|10,000.00|
投资活动现金流出小计||188,108,849.94|260,863,038.68
投资活动产生的现金流量净额||-99,901,760.31|-222,650,469.58
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||330,313,700.00|429,563,600.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||330,313,700.00|429,563,600.00
偿还债务支付的现金||661,557,600.00|698,116,350.00
分配股利、利润或偿付利息支付的现金||216,237,503.43|230,374,230.93
其中：子公司支付给少数股东的股利、利润||37,245,143.08|27,121,023.00
支付其他与筹资活动有关的现金|七、76（6）|20,071,151.84|19,521,651.84
筹资活动现金流出小计||897,866,255.27|948,012,232.77
筹资活动产生的现金流量净额||-567,552,555.27|-518,448,632.77
四、汇率变动对现金及现金等价物的影响||622,676.98|2,404,348.83
五、现金及现金等价物净增加额||152,502,477.86|117,532,492.11
加：期初现金及现金等价物余额||603,433,848.86|485,901,356.75
六、期末现金及现金等价物余额||755,936,326.72|603,433,848.86
