page|123
项目|附注|2021 年度|2020 年度
一、营业总收入||405,946,360.85|283,535,702.06
其中：营业收入|五（三十四）|405,946,360.85|283,535,702.06
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||320,460,662.65|221,817,278.21
其中：营业成本|五（三十四）|180,798,711.50|126,170,898.75
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五（三十五）|4,538,524.33|2,035,377.73
page|124
销售费用|五（三十六）|10,486,913.06|7,982,433.44
管理费用|五（三十七）|64,058,885.98|37,412,857.63
研发费用|五（三十八）|71,127,029.99|51,854,838.88
财务费用|五（三十九）|-10,549,402.21|-3,639,128.22
其中：利息费用||414,301.12|866,375.00
利息收入||10,916,061.69|5,483,800.87
加：其他收益|五（四十）|36,064,490.99|14,973,573.54
|投资收益（损失以“－”号填列）  五（四十一）|4,656,082.54|31,452.04
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|五（四十二）|14,214,142.39|3,728,546.59
信用减值损失（损失以“-”号填列）|五（四十三）|-2,170,921.49|-1,815,338.09
资产减值损失（损失以“-”号填列）|五（四十四）|-3,404,211.61|-2,576,766.71
资产处置收益（损失以“－”号填列）|五（四十五）|84,719.73|
三、营业利润（亏损以“－”号填列）||134,930,000.75|76,059,891.22
加：营业外收入|五（四十六）|12,505,509.89|2,001,000.25
减：营业外支出|五（四十七）|81,672.89|10,100.00
四、利润总额（亏损总额以“－”号填列）||147,353,837.75|78,050,791.47
减：所得税费用|五（四十八）|11,294,642.29|6,134,382.80
五、净利润（净亏损以“－”号填列）||136,059,195.46|71,916,408.67
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||136,059,195.46|71,916,408.67
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||136,059,195.46|71,916,408.67
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额||-1,142,745.20|
（一）归属母公司所有者的其他综合收益的税后净额||-1,142,745.20|
1．不能重分类进损益的其他综合收益||-1,073,597.30|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变||-1,073,597.30|
page|125
动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-69,147.90|
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-69,147.90|
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||134,916,450.26|71,916,408.67
（一）归属于母公司所有者的综合收益总额||134,916,450.26|71,916,408.67
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||1.86|1.18
（二）稀释每股收益(元/股)||1.86|1.18
