page|119
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|五（一）|779,724,375.46|324,087,225.53
结算备付金|||
拆出资金|||
交易性金融资产|五（二）|191,096,887.29|847,728,546.59
衍生金融资产|||
应收票据|||
应收账款|五（三）|98,002,787.49|62,437,150.12
应收款项融资|五（四）|18,888,849.60|174,526.00
预付款项|五（五）|15,625,819.26|7,307,567.06
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|五（六）|6,096,727.08|6,010,026.11
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|五（七）|213,000,334.46|190,764,933.53
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|五（八）|22,013,669.55|11,926,951.54
流动资产合计||1,344,449,450.19|1,450,436,926.48
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
page|120
长期股权投资|||
其他权益工具投资|五（九）|56,443,444.35|45,000,000.00
其他非流动金融资产|||
投资性房地产|||
固定资产|五（十）|229,613,442.62|211,085,100.34
在建工程|五（十一）|411,018,889.44|190,704,343.17
生产性生物资产|||
油气资产|||
使用权资产|五（十二）|4,166,404.14|
无形资产|五（十三）|74,664,478.61|75,190,979.32
开发支出|五（十四）|13,037,189.13|
商誉|||
长期待摊费用|五（十五）|4,254,329.53|6,602,800.19
递延所得税资产|五（十六）|35,379,244.90|26,794,973.83
其他非流动资产|五（十七）|15,613,376.11|19,657,361.50
非流动资产合计||844,190,798.83|575,035,558.35
资产总计||2,188,640,249.02|2,025,472,484.83
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|五（十八）|9,354,532.15|
应付账款|五（十九）|75,022,382.63|32,696,500.71
预收款项|||
合同负债|五（二十）|208,744,571.22|200,789,195.88
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|五（二十一）|18,671,169.29|1,861,791.25
应交税费|五（二十二）|18,166,670.37|18,667,188.70
其他应付款|五（二十三）|476,936.85|143,280.64
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|五（二十四）|12,532,000.51|
其他流动负债|五（二十五）|10,014,688.08|9,865,460.52
流动负债合计||352,982,951.10|264,023,417.70
非流动负债：|||
保险合同准备金|||
长期借款|五（二十六）|10,847,567.20|21,163,154.36
应付债券|||
其中：优先股|||
永续债|||
page|121
租赁负债|五（二十七）|1,229,074.15|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|五（二十八）|167,603,676.68|156,387,641.89
递延所得税负债|五（十六）|476,404.44|591,545.69
其他非流动负债|||
非流动负债合计||180,156,722.47|178,142,341.94
负债合计||533,139,673.57|442,165,759.64
所有者权益（或股东权益）：|||
实收资本（或股本）|五（二十九）|73,136,700.00|73,136,700.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|五（三十）|1,285,730,944.15|1,275,316,844.15
减：库存股|||
其他综合收益|五（三十一）|-1,142,745.20|
专项储备|||
盈余公积|五（三十二）|15,080,983.46|6,210,511.74
一般风险准备|||
未分配利润|五（三十三）|282,694,693.04|228,642,669.30
归属于母公司所有者权益（或股东权益）合计||1,655,500,575.45|1,583,306,725.19
少数股东权益|||
所有者权益（或股东权益）合计||1,655,500,575.45|1,583,306,725.19
负债和所有者权益（或股东权益）总计||2,188,640,249.02|2,025,472,484.83
