page|69
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||14,022,068,153.42|12,169,718,267.70
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
page|70
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||675,065,894.07|462,861,338.57
经营活动现金流入小计||14,697,134,047.49|12,632,579,606.27
购买商品、接受劳务支付的现金||5,992,644,870.97|12,867,139,011.70
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||332,452,597.86|303,075,113.94
支付的各项税费||686,706,708.25|1,121,143,980.35
支付其他与经营活动有关的现金||1,151,613,392.54|758,017,030.54
经营活动现金流出小计||8,163,417,569.62|15,049,375,136.53
经营活动产生的现金流量净额||6,533,716,477.87|-2,416,795,530.26
二、投资活动产生的现金流量：|||
收回投资收到的现金||52,013,513.95|243,254,776.74
取得投资收益收到的现金||579,936.16|187,942.17
处置固定资产、无形资产和其他长期资产收回的现金净额||466,829.97|12,970,188.73
处置子公司及其他营业单位收到的现金净额||700,056,554.66|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||753,116,834.74|256,412,907.64
购建固定资产、无形资产和其他长期资产支付的现金||23,398,573.40|42,104,037.62
投资支付的现金||86,216,550.00|33,946,360.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||52,233,450.00|
投资活动现金流出小计||161,848,573.40|76,050,397.62
投资活动产生的现金流量净额||591,268,261.34|180,362,510.02
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||6,996,570,000.00|10,638,061,418.34
收到其他与筹资活动有关的现金||1,831,157,586.58|2,363,813,007.64
筹资活动现金流入小计||8,827,727,586.58|13,001,874,425.98
偿还债务支付的现金||9,189,033,178.76|8,528,288,688.43
分配股利、利润或偿付利息支付的现金||943,262,588.62|1,126,427,413.63
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||2,578,807,589.28|2,257,193,963.85
筹资活动现金流出小计||12,711,103,356.66|11,911,910,065.91
筹资活动产生的现金流量净额||-3,883,375,770.08|1,089,964,360.07
page|71
四、汇率变动对现金及现金等价物的影响||524,763.42|892,795.25
五、现金及现金等价物净增加额||3,242,133,732.55|-1,145,575,864.92
加：期初现金及现金等价物余额||2,176,678,715.71|3,322,254,580.63
六、期末现金及现金等价物余额||5,418,812,448.26|2,176,678,715.71
