page|128
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
page|129
货币资金|1,076,498,130.97|485,764,137.50
结算备付金||
拆出资金||
交易性金融资产|174,193.53|174,193.53
衍生金融资产||
应收票据||
应收账款|1,548,352,699.37|873,428,403.47
应收款项融资||
预付款项|18,044,191.05|20,505,789.58
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|87,433,355.25|68,527,056.23
其中：应收利息||
应收股利||
买入返售金融资产||
存货||
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|4,806,208.18|2,739,815.66
流动资产合计|2,735,308,778.35|1,451,139,395.97
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|23,761,176.63|27,287,417.50
长期股权投资|116,856,617.28|110,389,595.14
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|10,714,669.40|11,411,921.77
在建工程||
生产性生物资产||
page|130
油气资产||
使用权资产|110,962,682.32|789,888.04
无形资产|186,961,520.68|171,108,066.75
开发支出|10,196,043.29|14,603,767.78
商誉|159,985,442.11|160,263,561.87
长期待摊费用|13,551,632.70|24,413,585.76
递延所得税资产|20,187,431.06|13,799,631.63
其他非流动资产||
非流动资产合计|653,177,215.47|534,067,436.24
资产总计|3,388,485,993.82|1,985,206,832.21
流动负债：||
短期借款|41,916,712.98|38,297,176.15
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|79,425,198.29|42,946,035.56
预收款项||
合同负债|63,575,902.79|62,185,109.71
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|480,500,332.08|348,497,279.43
应交税费|194,584,710.98|111,013,318.57
其他应付款|160,874,031.25|156,615,222.62
其中：应付利息||81,962.50
应付股利|9,198,090.00|3,167,169.37
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|43,038,487.12|
其他流动负债|8,310,163.84|
page|131
流动负债合计|1,072,225,539.33|759,554,142.04
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|68,396,468.75|847,273.10
长期应付款||1,916,035.71
长期应付职工薪酬||570,110.28
预计负债|3,411,239.45|8,301,099.42
递延收益|46,861.20|91,426.22
递延所得税负债|30,098,341.89|31,073,227.10
其他非流动负债||
非流动负债合计|101,952,911.29|42,799,171.83
负债合计|1,174,178,450.62|802,353,313.87
所有者权益：||
股本|196,887,795.00|182,856,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,056,813,030.05|301,880,700.05
减：库存股|38,003,308.58|51,245,521.00
其他综合收益|-4,297,935.84|-640,623.92
专项储备||
盈余公积|47,690,602.05|34,116,907.50
一般风险准备||
未分配利润|791,639,927.17|571,375,025.44
归属于母公司所有者权益合计|2,050,730,109.85|1,038,342,488.07
少数股东权益|163,577,433.35|144,511,030.27
所有者权益合计|2,214,307,543.20|1,182,853,518.34
负债和所有者权益总计|3,388,485,993.82|1,985,206,832.21
