page|94
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|823,425,739.36|1,301,962,282.82
结算备付金||
拆出资金||
交易性金融资产|553,050,000.00|62,500,000.00
page|95
衍生金融资产||
应收票据||
应收账款|229,304,359.13|242,743,916.40
应收款项融资|42,757,745.62|140,513,193.64
预付款项|45,985,307.62|25,761,215.93
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|1,926,714.77|1,890,249.33
其中：应收利息||
应收股利||
买入返售金融资产||
存货|730,583,633.22|511,182,809.44
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|84,707,260.92|39,374,881.94
流动资产合计|2,511,740,760.64|2,325,928,549.50
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|106,117,502.53|100,909,676.79
其他权益工具投资|49,640,403.20|61,659,344.09
其他非流动金融资产|1,944,571.36|
投资性房地产|19,458,893.60|10,050,305.81
固定资产|479,870,987.41|481,905,706.41
在建工程|52,487,725.02|34,935,274.15
生产性生物资产||
油气资产||
使用权资产|701,087.17|
无形资产|52,257,676.92|55,232,515.63
开发支出||
page|96
商誉||
长期待摊费用||86,436.10
递延所得税资产|23,013,797.79|13,277,738.01
其他非流动资产|9,936,457.81|5,088,081.09
非流动资产合计|795,429,102.81|763,145,078.08
资产总计|3,307,169,863.45|3,089,073,627.58
流动负债：||
短期借款|210,079,447.21|580,130,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|114,878,193.73|18,732,520.01
应付账款|158,718,896.92|200,861,099.70
预收款项||
合同负债|16,370,406.36|6,882,508.59
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|45,581,273.24|45,659,106.91
应交税费|24,561,159.69|29,024,417.57
其他应付款|13,784,826.09|6,326,371.97
其中：应付利息||544,400.13
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,362,072.56|
其他流动负债|46,166,128.43|23,294,147.67
流动负债合计|631,502,404.23|910,910,172.42
非流动负债：||
保险合同准备金||
长期借款|299,500,000.00|
page|97
应付债券||
其中：优先股||
永续债||
租赁负债|44,911.30|
长期应付款||
长期应付职工薪酬||
预计负债|7,368,241.08|
递延收益|25,426,524.83|19,458,371.55
递延所得税负债|16,953,226.06|16,122,171.78
其他非流动负债||
非流动负债合计|349,292,903.27|35,580,543.33
负债合计|980,795,307.50|946,490,715.75
所有者权益：||
股本|291,862,944.00|291,862,944.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,266,748,214.10|1,266,748,214.10
减：库存股||
其他综合收益|29,587,697.48|43,304,306.62
专项储备||
盈余公积|148,277,721.49|129,264,675.84
一般风险准备||
未分配利润|563,648,850.60|401,350,976.46
归属于母公司所有者权益合计|2,300,125,427.67|2,132,531,117.02
少数股东权益|26,249,128.28|10,051,794.81
所有者权益合计|2,326,374,555.95|2,142,582,911.83
负债和所有者权益总计|3,307,169,863.45|3,089,073,627.58
