page|93
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|193,278,943.14|139,671,801.56
结算备付金||
拆出资金||
交易性金融资产|139,941,112.25|122,690,641.33
衍生金融资产||
应收票据||334,999.80
应收账款|199,957,928.60|148,096,509.03
应收款项融资||
预付款项|9,244,634.22|5,912,884.33
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|38,373,786.82|11,250,905.86
其中：应收利息|140,000.00|128,493.15
应收股利||
买入返售金融资产||
存货|146,142,907.40|126,778,158.02
合同资产||
持有待售资产||5,407,656.73
一年内到期的非流动资产||560,576.20
其他流动资产|8,205,966.21|1,683,019.93
流动资产合计|735,145,278.64|562,387,152.79
page|94
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||687,747.52
长期股权投资|11,552,485.14|10,729,371.08
其他权益工具投资|132,383,082.73|116,365,965.45
其他非流动金融资产||
投资性房地产|7,683,964.24|8,268,790.24
固定资产|328,155,047.31|278,070,946.14
在建工程|17,277,929.40|27,635.34
生产性生物资产||
油气资产||
使用权资产||
无形资产|32,792,078.18|32,338,167.89
开发支出||
商誉|4,766,237.16|4,766,237.16
长期待摊费用|19,783,773.78|12,685,120.54
递延所得税资产|6,799,423.14|8,640,668.76
其他非流动资产|33,760,288.82|21,873,977.25
非流动资产合计|594,954,309.90|494,454,627.37
资产总计|1,330,099,588.54|1,056,841,780.16
流动负债：||
短期借款|20,000,000.00|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据||
应付账款|113,147,345.11|122,002,693.36
预收款项||18,535,304.92
合同负债|58,031,245.20|
卖出回购金融资产款||
吸收存款及同业存放||
page|95
代理买卖证券款||
代理承销证券款||
应付职工薪酬|28,565,750.95|20,249,288.30
应交税费|17,703,177.26|7,199,697.63
其他应付款|3,691,472.75|1,726,741.69
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|38,209.45|
其他流动负债|2,024,397.81|
流动负债合计|243,201,598.53|169,713,725.90
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|372,766.35|407,431.78
长期应付职工薪酬||
预计负债|860,974.11|75,137.61
递延收益|11,872,593.14|3,556,973.39
递延所得税负债|443,134.20|490,494.01
其他非流动负债||
非流动负债合计|13,549,467.80|4,530,036.79
负债合计|256,751,066.33|174,243,762.69
所有者权益：||
股本|502,500,000.00|502,500,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|110,459,904.90|111,059,904.91
page|96
减：库存股|53,752,097.00|53,752,097.00
其他综合收益|22,169,375.71|15,933,555.76
专项储备||
盈余公积|35,946,795.43|31,302,956.37
一般风险准备||
未分配利润|425,356,722.48|261,132,426.67
归属于母公司所有者权益合计|1,042,680,701.52|868,176,746.71
少数股东权益|30,667,820.69|14,421,270.76
所有者权益合计|1,073,348,522.21|882,598,017.47
负债和所有者权益总计|1,330,099,588.54|1,056,841,780.16
