page|76
项目|附注|2021 年度|2020 年度
一、营业总收入|||15,332,748,358.20  15,744,320,458.58
其中：营业收入||15,332,748,358.20|15,744,320,458.58
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||15,930,919,950.69  16,186,601,574.88
其中：营业成本||14,701,744,231.71|15,111,508,160.44
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||29,683,661.51|22,609,629.41
销售费用||215,608,349.92|182,769,534.41
管理费用||716,702,476.75|684,994,083.57
研发费用||27,354,459.32|30,092,466.43
财务费用||239,826,771.48|154,627,700.62
其中：利息费用||256,617,320.97|214,464,609.79
利息收入||42,732,062.89|57,722,504.50
加：其他收益||388,573,837.46|454,524,746.15
投资收益（损失以“－”号填列）||226,064,336.13|-301,211,440.26
其中：对联营企业和合营企业的投资收益||33,353,111.77|16,243,537.68
以摊余成本计量的金融资产终止确认收益|||
page|77
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-39,278,702.71|64,479,734.69
信用减值损失（损失以“-”号填列）||-40,266,564.44|-8,090,706.08
资产减值损失（损失以“-”号填列）||-63,652,148.31|-78,041,401.45
资产处置收益（损失以“－”号填列）||395,546.27|3,152,552.45
三、营业利润（亏损以“－”号填列）||-126,335,288.09|-307,467,630.80
加：营业外收入||290,727,256.55|412,584,940.50
减：营业外支出||32,102,537.64|11,424,236.53
四、利润总额（亏损总额以“－”号填列）||132,289,430.82|93,693,073.17
减：所得税费用||-1,889,146.11|27,692,183.34
五、净利润（净亏损以“－”号填列）||134,178,576.93|66,000,889.83
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||134,178,576.93|66,000,889.83
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||150,763,920.24|71,118,691.48
2.少数股东损益（净亏损以“-”号填列）||-16,585,343.31|-5,117,801.65
六、其他综合收益的税后净额||-33,711,581.44|-5,201,566.65
（一）归属母公司所有者的其他综合收益的税后净额||-30,569,078.91|-5,147,835.66
1．不能重分类进损益的其他综合收益||-13,070,996.05|-3,690,994.93
（1）重新计量设定受益计划变动额||-116,270.71|361,792.92
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-12,954,725.34|-4,052,787.85
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-17,498,082.86|-1,456,840.73
（1）权益法下可转损益的其他综合收益|||
page|78
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-17,498,082.86|-1,456,840.73
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-3,142,502.53|-53,730.99
七、综合收益总额||100,466,995.49|60,799,323.18
（一）归属于母公司所有者的综合收益总额||120,194,841.33|65,970,855.82
（二）归属于少数股东的综合收益总额||-19,727,845.84|-5,171,532.64
八、每股收益：|||
（一）基本每股收益(元/股)||0.0352|0.0166
（二）稀释每股收益(元/股)||0.0352|0.0166
